,ACTUAL
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-15,
2010-05-16,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-22,
2010-05-23,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-05,
2010-06-06,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-12,
2010-06-13,
2010-06-14,
2010-06-15,
2010-06-16,
2010-06-17,
2010-06-18,
2010-06-19,
2010-06-20,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-26,
2010-06-27,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,
2010-07-07,
2010-07-08,
2010-07-09,
2010-07-10,
2010-07-11,
2010-07-12,
2010-07-13,
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,
2010-08-15,
2010-08-16,
2010-08-17,
2010-08-18,
2010-08-19,
2010-08-20,
2010-08-21,
2010-08-22,
2010-08-23,
2010-08-24,
2010-08-25,
2010-08-26,
2010-08-27,
2010-08-28,
2010-08-29,
2010-08-30,
2010-08-31,
2010-09-01,
2010-09-02,
2010-09-03,
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,
2010-09-08,
2010-09-09,
2010-09-10,
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,
2010-09-15,
2010-09-16,
2010-09-17,
2010-09-18,
2010-09-19,
2010-09-20,
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,
2010-09-25,
2010-09-26,
2010-09-27,
2010-09-28,
2010-09-29,
2010-09-30,
2010-10-01,
2010-10-02,
2010-10-03,
2010-10-04,
2010-10-05,
2010-10-06,
2010-10-07,
2010-10-08,
2010-10-09,
2010-10-10,
2010-10-11,
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,
2010-10-16,
2010-10-17,
2010-10-18,
2010-10-19,
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,
2010-10-26,
2010-10-27,
2010-10-28,
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-20,
2010-11-21,
2010-11-22,
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,
2010-11-27,
2010-11-28,
2010-11-29,
2010-11-30,
2010-12-01,
2010-12-02,
2010-12-03,
2010-12-04,
2010-12-05,
2010-12-06,
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,
2010-12-12,
2010-12-13,
2010-12-14,
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
2011-01-01,237476.0
2011-01-02,245209.7
2011-01-03,249294.8
2011-01-04,257475.8
2011-01-05,259625.9
2011-01-06,260639.3
2011-01-07,259760.0
2011-01-08,265084.4
2011-01-09,305025.5
2011-01-10,305345.9
2011-01-11,315038.9
2011-01-12,296875.1
2011-01-13,290817.2
2011-01-14,310938.5
2011-01-15,312614.3
2011-01-16,314407.1
2011-01-17,311168.9
2011-01-18,310207.7
2011-01-19,294086.0
2011-01-20,293538.8
2011-01-21,318019.7
2011-01-22,319226.6
2011-01-23,318818.0
2011-01-24,319736.9
2011-01-25,318626.3
2011-01-26,297394.4
2011-01-27,294976.1
2011-01-28,320747.6
2011-01-29,316963.1
2011-01-30,313044.5
2011-01-31,306305.3
2011-02-01,301472.3
2011-02-02,280928.0
2011-02-03,275147.3
2011-02-04,299845.1
2011-02-05,295639.4
2011-02-06,295346.9
2011-02-07,296555.6
2011-02-08,293987.9
2011-02-09,273395.9
2011-02-10,270191.0
2011-02-11,294463.1
2011-02-12,296981.3
2011-02-13,296541.2
2011-02-14,298654.4
2011-02-15,295493.6
2011-02-16,277499.9
2011-02-17,274631.6
2011-02-18,299998.1
2011-02-19,303343.4
2011-02-20,307893.8
2011-02-21,308658.8
2011-02-22,308809.1
2011-02-23,287668.1
2011-02-24,280057.7
2011-02-25,306629.3
2011-02-26,295457.6
2011-02-27,293559.5
2011-02-28,291773.0
2011-03-01,291247.4
2011-03-02,276250.7
2011-03-03,277407.2
2011-03-04,300917.9
2011-03-05,306177.5
2011-03-06,305767.1
2011-03-07,303662.9
2011-03-08,280560.8
2011-03-09,283286.0
2011-03-10,281343.8
2011-03-11,309426.5
2011-03-12,305840.0
2011-03-13,303302.9
2011-03-14,302688.2
2011-03-15,296159.6
2011-03-16,271289.9
2011-03-17,272023.4
2011-03-18,304607.9
2011-03-19,298861.4
2011-03-20,298849.7
2011-03-21,302109.5
2011-03-22,301178.0
2011-03-23,278081.3
2011-03-24,273719.0
2011-03-25,303437.0
2011-03-26,306289.1
2011-03-27,306213.5
2011-03-28,299432.9
2011-03-29,295311.8
2011-03-30,273841.4
2011-03-31,265287.8
2011-04-01,286523.3
2011-04-02,284860.1
2011-04-03,279718.4
2011-04-04,278500.7
2011-04-05,276379.4
2011-04-06,262846.1
2011-04-07,257534.3
2011-04-08,275724.2
2011-04-09,273881.0
2011-04-10,269488.1
2011-04-11,270240.5
2011-04-12,266572.1
2011-04-13,250292.0
2011-04-14,242966.9
2011-04-15,261483.5
2011-04-16,255766.7
2011-04-17,254126.0
2011-04-18,250727.6
2011-04-19,248488.4
2011-04-20,228678.5
2011-04-21,221276.0
2011-04-22,244828.1
2011-04-23,248937.5
2011-04-24,255137.6
2011-04-25,256123.1
2011-04-26,252357.5
2011-04-27,234397.1
2011-04-28,229389.5
2011-04-29,250754.6
2011-04-30,250889.6
2011-05-01,206268.5
2011-05-02,202724.3
2011-05-03,202977.2
2011-05-04,209813.6
2011-05-05,209615.6
2011-05-06,228049.4
2011-05-07,225885.8
2011-05-08,223516.1
2011-05-09,198216.2
2011-05-10,196511.6
2011-05-11,192858.5
2011-05-12,193517.3
2011-05-13,214746.5
2011-05-14,219959.3
2011-05-15,223941.8
2011-05-16,225550.1
2011-05-17,225959.6
2011-05-18,206244.2
2011-05-19,199308.8
2011-05-20,225205.4
2011-05-21,219170.0
2011-05-22,227999.9
2011-05-23,226014.5
2011-05-24,223865.3
2011-05-25,209468.9
2011-05-26,199942.4
2011-05-27,224192.0
2011-05-28,228597.5
2011-05-29,227497.7
2011-05-30,227261.0
2011-05-31,223993.1
2011-06-01,205581.8
2011-06-02,201743.3
2011-06-03,222553.1
2011-06-04,224482.7
2011-06-05,225593.3
2011-06-06,226983.8
2011-06-07,224271.2
2011-06-08,207280.1
2011-06-09,201278.0
2011-06-10,224797.7
2011-06-11,224957.0
2011-06-12,202559.6
2011-06-13,224386.4
2011-06-14,224451.2
2011-06-15,206694.2
2011-06-16,202280.6
2011-06-17,223252.4
2011-06-18,227503.1
2011-06-19,227337.5
2011-06-20,226052.3
2011-06-21,225155.0
2011-06-22,208636.4
2011-06-23,202878.2
2011-06-24,226226.9
2011-06-25,229471.4
2011-06-26,236256.5
2011-06-27,240551.3
2011-06-28,243927.2
2011-06-29,219956.6
2011-06-30,213374.0
2011-07-01,238752.2
2011-07-02,236547.2
2011-07-03,236907.2
2011-07-04,241422.5
2011-07-05,240963.5
2011-07-06,221523.5
2011-07-07,215957.9
2011-07-08,237476.9
2011-07-09,231477.5
2011-07-10,231931.1
2011-07-11,228730.7
2011-07-12,227050.4
2011-07-13,206739.2
2011-07-14,201918.8
2011-07-15,227100.8
2011-07-16,229118.6
2011-07-17,228861.2
2011-07-18,228888.2
2011-07-19,224229.8
2011-07-20,206638.4
2011-07-21,199589.6
2011-07-22,224212.7
2011-07-23,225003.8
2011-07-24,225630.2
2011-07-25,225958.7
2011-07-26,224183.0
2011-07-27,205781.6
2011-07-28,198346.7
2011-07-29,224537.6
2011-07-30,225958.7
2011-07-31,226605.8
2011-08-01,230006.9
2011-08-02,227481.5
2011-08-03,206976.8
2011-08-04,202520.9
2011-08-05,226922.6
2011-08-06,229286.0
2011-08-07,228986.3
2011-08-08,230885.3
2011-08-09,232027.4
2011-08-10,209865.8
2011-08-11,204608.9
2011-08-12,230802.5
2011-08-13,229366.1
2011-08-14,228298.7
2011-08-15,228993.5
2011-08-16,225877.7
2011-08-17,205894.1
2011-08-18,204553.1
2011-08-19,223331.6
2011-08-20,223317.2
2011-08-21,225025.4
2011-08-22,226732.7
2011-08-23,227526.5
2011-08-24,207288.2
2011-08-25,203954.6
2011-08-26,224187.5
2011-08-27,230483.0
2011-08-28,229779.2
2011-08-29,226627.4
2011-08-30,227511.2
2011-08-31,211966.4
2011-09-01,212770.1
2011-09-02,232069.7
2011-09-03,234164.9
2011-09-04,233091.2
2011-09-05,237614.6
2011-09-06,245249.3
2011-09-07,224254.1
2011-09-08,219430.1
2011-09-09,239381.3
2011-09-10,238511.0
2011-09-11,240242.6
2011-09-12,242290.1
2011-09-13,241517.0
2011-09-14,229437.2
2011-09-15,221845.7
2011-09-16,243261.2
2011-09-17,246580.4
2011-09-18,246248.3
2011-09-19,244916.3
2011-09-20,249850.1
2011-09-21,234827.3
2011-09-22,230532.5
2011-09-23,250434.2
2011-09-24,259093.1
2011-09-25,264977.3
2011-09-26,268812.2
2011-09-27,273782.0
2011-09-28,256277.9
2011-09-29,247790.9
2011-09-30,274619.9
2011-10-01,281512.1
2011-10-02,286070.6
2011-10-03,283214.0
2011-10-04,282994.4
2011-10-05,262465.4
2011-10-06,252846.2
2011-10-07,274772.9
2011-10-08,275569.4
2011-10-09,276058.1
2011-10-10,272918.0
2011-10-11,267313.7
2011-10-12,252521.3
2011-10-13,246495.8
2011-10-14,267102.2
2011-10-15,272362.7
2011-10-16,272843.3
2011-10-17,275425.4
2011-10-18,273942.2
2011-10-19,256728.8
2011-10-20,251611.4
2011-10-21,275350.7
2011-10-22,279695.0
2011-10-23,283828.7
2011-10-24,285351.5
2011-10-25,283410.2
2011-10-26,259613.3
2011-10-27,250159.7
2011-10-28,271343.9
2011-10-29,273193.4
2011-10-30,270787.7
2011-10-31,271244.9
2011-11-01,269290.1
2011-11-02,256620.8
2011-11-03,253472.6
2011-11-04,252884.9
2011-11-05,271292.6
2011-11-06,268931.0
2011-11-07,274030.4
2011-11-08,271388.0
2011-11-09,258926.6
2011-11-10,253527.5
2011-11-11,271544.6
2011-11-12,277888.7
2011-11-13,280073.9
2011-11-14,285770.9
2011-11-15,287390.0
2011-11-16,271796.6
2011-11-17,265955.6
2011-11-18,288991.1
2011-11-19,289548.2
2011-11-20,296826.5
2011-11-21,299484.2
2011-11-22,296969.6
2011-11-23,277393.7
2011-11-24,272095.4
2011-11-25,295395.5
2011-11-26,299866.7
2011-11-27,301640.6
2011-11-28,305331.5
2011-11-29,306479.0
2011-11-30,285964.4
2011-12-01,279100.1
2011-12-02,304877.0
2011-12-03,308804.6
2011-12-04,307190.0
2011-12-05,307393.4
2011-12-06,306155.9
2011-12-07,288470.9
2011-12-08,284839.4
2011-12-09,311762.9
2011-12-10,316450.1
2011-12-11,319384.1
2011-12-12,325276.4
2011-12-13,314338.7
2011-12-14,298262.0
2011-12-15,296243.3
2011-12-16,323787.8
2011-12-17,323106.5
2011-12-18,321660.2
2011-12-19,315212.6
2011-12-20,311549.6
2011-12-21,295247.9
2011-12-22,284900.6
2011-12-23,307460.9
2011-12-24,307550.9
2011-12-25,303329.0
2011-12-26,301407.5
2011-12-27,300389.6
2011-12-28,284733.2
2011-12-29,277168.7
2011-12-30,294096.8
2011-12-31,284410.1
2012-01-01,249957.2
2012-01-02,252531.47
2012-01-03,261541.28
2012-01-04,263273.78
2012-01-05,263486.09
2012-01-06,262339.13
2012-01-07,262253.0
2012-01-08,269965.64
2012-01-09,294301.55
2012-01-10,285869.08999999997
2012-01-11,276451.49
2012-01-12,273121.31
2012-01-13,298035.92
2012-01-14,312987.35
2012-01-15,311129.03
2012-01-16,318581.21
2012-01-17,317879.39
2012-01-18,307732.07
2012-01-19,303052.7
2012-01-20,328959.38
2012-01-21,340952.87
2012-01-22,343505.36
2012-01-23,345852.2
2012-01-24,349490.99
2012-01-25,327631.43
2012-01-26,321163.04
2012-01-27,344008.91000000003
2012-01-28,351158.96
2012-01-29,349720.31
2012-01-30,357369.95
2012-01-31,354811.43
2012-02-01,329036.33
2012-02-02,319136.6
2012-02-03,343593.83
2012-02-04,334514.81
2012-02-05,330647.24
2012-02-06,326905.49
2012-02-07,322063.76
2012-02-08,293393.99
2012-02-09,287963.39
2012-02-10,309928.7
2012-02-11,313174.91
2012-02-12,312948.83
2012-02-13,313375.52
2012-02-14,306641.54000000004
2012-02-15,285160.16000000003
2012-02-16,279289.19
2012-02-17,298589.06
2012-02-18,297439.31
2012-02-19,298005.14
2012-02-20,299945.18
2012-02-21,297130.88
2012-02-22,281687.51
2012-02-23,275088.71
2012-02-24,291881.27
2012-02-25,297473.33
2012-02-26,295575.86
2012-02-27,297018.65
2012-02-28,296055.2
2012-02-29,280251.74
2012-03-01,272420.57
2012-03-02,292140.92
2012-03-03,299152.19
2012-03-04,295452.65
2012-03-05,295966.91000000003
2012-03-06,290794.79
2012-03-07,271583.48
2012-03-08,264512.0
2012-03-09,262371.98
2012-03-10,284636.45
2012-03-11,276824.9
2012-03-12,285059.99
2012-03-13,277481.72
2012-03-14,260686.46
2012-03-15,255141.29
2012-03-16,274900.33999999997
2012-03-17,288770.69
2012-03-18,290859.14
2012-03-19,295338.17
2012-03-20,293177.45
2012-03-21,266673.8
2012-03-22,255585.53
2012-03-23,276825.8
2012-03-24,271692.2
2012-03-25,271558.91000000003
2012-03-26,271190.45
2012-03-27,271020.89
2012-03-28,260886.08
2012-03-29,254006.84
2012-03-30,275312.18
2012-03-31,279709.13
2012-04-01,280261.91
2012-04-02,286532.83999999997
2012-04-03,283552.67
2012-04-04,266689.64
2012-04-05,254657.81
2012-04-06,272800.73
2012-04-07,279885.62
2012-04-08,279563.6
2012-04-09,272525.51
2012-04-10,271411.85
2012-04-11,256699.91
2012-04-12,245036.9
2012-04-13,265224.89
2012-04-14,268134.05
2012-04-15,268318.37
2012-04-16,278231.6
2012-04-17,256145.06
2012-04-18,242870.24
2012-04-19,232339.25
2012-04-20,248477.6
2012-04-21,246950.21
2012-04-22,246549.35
2012-04-23,251959.16
2012-04-24,247285.91
2012-04-25,237068.75
2012-04-26,223487.21
2012-04-27,240835.25
2012-04-28,241777.46
2012-04-29,233646.86
2012-04-30,205473.35
2012-05-01,204614.03
2012-05-02,207945.02
2012-05-03,207676.46
2012-05-04,231734.36
2012-05-05,243600.14
2012-05-06,246378.98
2012-05-07,235593.11
2012-05-08,204282.91999999998
2012-05-09,200789.66
2012-05-10,198665.75
2012-05-11,227501.03
2012-05-12,226487.45
2012-07-01,227314.73
2012-08-01,229033.28
2012-09-01,224225.21
2012-10-01,204022.46
2012-11-01,201904.22
2012-12-01,223589.18
2013-01-01,229683.44
2013-02-01,232606.1
2013-03-01,236689.49
2013-04-01,230264.75
2013-05-01,216612.83
2013-06-01,209485.19
2013-07-01,228959.84
2013-08-01,234239.6
2013-09-01,236864.45
2013-10-01,230241.17
2013-11-01,226633.7
2013-12-01,215524.01
2014-01-01,209676.98
2014-02-01,226115.03
2014-03-01,230672.81
2014-04-01,232299.47
2014-05-01,236380.43
2014-06-01,239322.98
2014-07-01,221280.32
2014-08-01,211690.91
2014-09-01,227180.0
2014-10-01,230358.17
2014-11-01,226699.4
2014-12-01,213088.16
