,ACTUAL
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-15,
2010-05-16,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-22,
2010-05-23,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-05,
2010-06-06,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-12,
2010-06-13,
2010-06-14,
2010-06-15,
2010-06-16,
2010-06-17,
2010-06-18,
2010-06-19,
2010-06-20,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-26,
2010-06-27,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,
2010-07-07,
2010-07-08,
2010-07-09,
2010-07-10,
2010-07-11,
2010-07-12,
2010-07-13,
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,
2010-08-15,
2010-08-16,
2010-08-17,
2010-08-18,
2010-08-19,
2010-08-20,
2010-08-21,
2010-08-22,
2010-08-23,
2010-08-24,
2010-08-25,
2010-08-26,
2010-08-27,
2010-08-28,
2010-08-29,
2010-08-30,
2010-08-31,
2010-09-01,
2010-09-02,
2010-09-03,
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,
2010-09-08,
2010-09-09,
2010-09-10,
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,
2010-09-15,
2010-09-16,
2010-09-17,
2010-09-18,
2010-09-19,
2010-09-20,
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,
2010-09-25,
2010-09-26,
2010-09-27,
2010-09-28,
2010-09-29,
2010-09-30,
2010-10-01,
2010-10-02,
2010-10-03,
2010-10-04,
2010-10-05,
2010-10-06,
2010-10-07,
2010-10-08,
2010-10-09,
2010-10-10,
2010-10-11,
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,
2010-10-16,
2010-10-17,
2010-10-18,
2010-10-19,
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,
2010-10-26,
2010-10-27,
2010-10-28,
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-20,
2010-11-21,
2010-11-22,
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,
2010-11-27,
2010-11-28,
2010-11-29,
2010-11-30,
2010-12-01,
2010-12-02,
2010-12-03,
2010-12-04,
2010-12-05,
2010-12-06,
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,
2010-12-12,
2010-12-13,
2010-12-14,
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
2011-01-01,112649.0
2011-01-02,114744.1
2011-01-03,114673.4
2011-01-04,115971.2
2011-01-05,114290.5
2011-01-06,112600.7
2011-01-07,111106.2
2011-01-08,115274.7
2011-01-09,125645.9
2011-01-10,126127.5
2011-01-11,122166.9
2011-01-12,113643.7
2011-01-13,114555.8
2011-01-14,122134.7
2011-01-15,124483.9
2011-01-16,124094.7
2011-01-17,121476.0
2011-01-18,120181.0
2011-01-19,115442.7
2011-01-20,112301.1
2011-01-21,117832.5
2011-01-22,116214.1
2011-01-23,116398.2
2011-01-24,115383.2
2011-01-25,115909.6
2011-01-26,114644.7
2011-01-27,114573.3
2011-01-28,117963.4
2011-01-29,117491.6
2011-01-30,119313.0
2011-01-31,119373.2
2011-02-01,118475.1
2011-02-02,114999.6
2011-02-03,113017.9
2011-02-04,117906.7
2011-02-05,117884.3
2011-02-06,118902.8
2011-02-07,116998.8
2011-02-08,116413.6
2011-02-09,111924.5
2011-02-10,110017.7
2011-02-11,115836.1
2011-02-12,117105.2
2011-02-13,116635.5
2011-02-14,116116.1
2011-02-15,117036.6
2011-02-16,113290.2
2011-02-17,111566.8
2011-02-18,117434.9
2011-02-19,119357.1
2011-02-20,119392.8
2011-02-21,118216.1
2011-02-22,116943.5
2011-02-23,113545.0
2011-02-24,113044.5
2011-02-25,118079.6
2011-02-26,119351.5
2011-02-27,118337.2
2011-02-28,117658.9
2011-03-01,117115.7
2011-03-02,113009.5
2011-03-03,112044.2
2011-03-04,116863.0
2011-03-05,118961.6
2011-03-06,118536.0
2011-03-07,117871.0
2011-03-08,111736.2
2011-03-09,111860.1
2011-03-10,109977.1
2011-03-11,115204.0
2011-03-12,114415.8
2011-03-13,112738.6
2011-03-14,112605.6
2011-03-15,111413.5
2011-03-16,110277.4
2011-03-17,110152.1
2011-03-18,117004.4
2011-03-19,117388.7
2011-03-20,115097.6
2011-03-21,114537.6
2011-03-22,111603.9
2011-03-23,107898.8
2011-03-24,109760.1
2011-03-25,116560.6
2011-03-26,118879.7
2011-03-27,117827.6
2011-03-28,119147.8
2011-03-29,118720.8
2011-03-30,113164.2
2011-03-31,108639.4
2011-04-01,112016.9
2011-04-02,109634.8
2011-04-03,105535.6
2011-04-04,106043.1
2011-04-05,105269.6
2011-04-06,101467.2
2011-04-07,99083.0
2011-04-08,102682.4
2011-04-09,105844.3
2011-04-10,105535.6
2011-04-11,108222.9
2011-04-12,108749.3
2011-04-13,103199.0
2011-04-14,99861.4
2011-04-15,104278.4
2011-04-16,105971.7
2011-04-17,104482.1
2011-04-18,105707.8
2011-04-19,104851.0
2011-04-20,100267.4
2011-04-21,98054.0
2011-04-22,103243.1
2011-04-23,106050.8
2011-04-24,106254.5
2011-04-25,106164.9
2011-04-26,104375.0
2011-04-27,100294.7
2011-04-28,97111.8
2011-04-29,102629.2
2011-04-30,100280.7
2011-05-01,92605.9
2011-05-02,93219.8
2011-05-03,94068.9
2011-05-04,94946.7
2011-05-05,92082.3
2011-05-06,97685.1
2011-05-07,96817.1
2011-05-08,96792.6
2011-05-09,92298.6
2011-05-10,93647.5
2011-05-11,93910.0
2011-05-12,93083.3
2011-05-13,95115.4
2011-05-14,97697.0
2011-05-15,96507.0
2011-05-16,97422.6
2011-05-17,97119.5
2011-05-18,93229.6
2011-05-19,91889.1
2011-05-20,97814.6
2011-05-21,98415.9
2011-05-22,99288.8
2011-05-23,100119.0
2011-05-24,100940.1
2011-05-25,96389.4
2011-05-26,95445.1
2011-05-27,100495.6
2011-05-28,101451.1
2011-05-29,101096.9
2011-05-30,100581.0
2011-05-31,102163.0
2011-06-01,98493.6
2011-06-02,97455.5
2011-06-03,99895.0
2011-06-04,99124.3
2011-06-05,97459.7
2011-06-06,98530.7
2011-06-07,98763.8
2011-06-08,95954.7
2011-06-09,94683.5
2011-06-10,99140.4
2011-06-11,100658.7
2011-06-12,96224.2
2011-06-13,103579.1
2011-06-14,105295.5
2011-06-15,102184.7
2011-06-16,98497.8
2011-06-17,102963.1
2011-06-18,104632.6
2011-06-19,105758.9
2011-06-20,105586.7
2011-06-21,103117.1
2011-06-22,98457.9
2011-06-23,97141.2
2011-06-24,103013.5
2011-06-25,103562.3
2011-06-26,105716.9
2011-06-27,109456.3
2011-06-28,112670.0
2011-06-29,111753.7
2011-06-30,108922.2
2011-07-01,112562.2
2011-07-02,107965.3
2011-07-03,104640.3
2011-07-04,106484.8
2011-07-05,107447.3
2011-07-06,107295.4
2011-07-07,107022.4
2011-07-08,112398.4
2011-07-09,112619.6
2011-07-10,114940.1
2011-07-11,115547.7
2011-07-12,111834.2
2011-07-13,109617.3
2011-07-14,108300.6
2011-07-15,113132.7
2011-07-16,114317.8
2011-07-17,112506.2
2011-07-18,113378.4
2011-07-19,113336.4
2011-07-20,110283.7
2011-07-21,105952.1
2011-07-22,109552.2
2011-07-23,106090.0
2011-07-24,104410.0
2011-07-25,104549.3
2011-07-26,103934.7
2011-07-27,101623.3
2011-07-28,100592.2
2011-07-29,104673.9
2011-07-30,104489.8
2011-07-31,104371.5
2011-08-01,104232.9
2011-08-02,104957.4
2011-08-03,101699.6
2011-08-04,98865.3
2011-08-05,103097.5
2011-08-06,103289.3
2011-08-07,103350.9
2011-08-08,104748.8
2011-08-09,106522.6
2011-08-10,105388.6
2011-08-11,104797.8
2011-08-12,113343.4
2011-08-13,111354.7
2011-08-14,111486.3
2011-08-15,111727.8
2011-08-16,114767.9
2011-08-17,112434.8
2011-08-18,109399.6
2011-08-19,114558.6
2011-08-20,112594.4
2011-08-21,112949.3
2011-08-22,112487.3
2011-08-23,111391.8
2011-08-24,106667.5
2011-08-25,105123.3
2011-08-26,111205.6
2011-08-27,109601.9
2011-08-28,108187.9
2011-08-29,108922.9
2011-08-30,108941.8
2011-08-31,103805.2
2011-09-01,100867.3
2011-09-02,104828.6
2011-09-03,104788.7
2011-09-04,102768.5
2011-09-05,103196.2
2011-09-06,103027.5
2011-09-07,98839.4
2011-09-08,97032.7
2011-09-09,101610.0
2011-09-10,102796.5
2011-09-11,102825.2
2011-09-12,103593.8
2011-09-13,104263.7
2011-09-14,101218.7
2011-09-15,98905.2
2011-09-16,103530.1
2011-09-17,103677.1
2011-09-18,103203.9
2011-09-19,103553.2
2011-09-20,103906.0
2011-09-21,101666.0
2011-09-22,99762.7
2011-09-23,104330.2
2011-09-24,104470.2
2011-09-25,106215.3
2011-09-26,106976.9
2011-09-27,108508.5
2011-09-28,106104.7
2011-09-29,105526.5
2011-09-30,110020.5
2011-10-01,110649.8
2011-10-02,111232.2
2011-10-03,113374.9
2011-10-04,112656.0
2011-10-05,109897.3
2011-10-06,111127.2
2011-10-07,116480.1
2011-10-08,117196.2
2011-10-09,118532.5
2011-10-10,117192.0
2011-10-11,114515.2
2011-10-12,107888.3
2011-10-13,108082.9
2011-10-14,112215.7
2011-10-15,112453.7
2011-10-16,109095.8
2011-10-17,109995.3
2011-10-18,109501.1
2011-10-19,107941.5
2011-10-20,106849.5
2011-10-21,112765.9
2011-10-22,112691.7
2011-10-23,113922.3
2011-10-24,114739.2
2011-10-25,115960.0
2011-10-26,112408.9
2011-10-27,109667.7
2011-10-28,115104.6
2011-10-29,111559.1
2011-10-30,112380.9
2011-10-31,112078.5
2011-11-01,111972.8
2011-11-02,108912.4
2011-11-03,106921.6
2011-11-04,105607.0
2011-11-05,109702.7
2011-11-06,110136.0
2011-11-07,109592.1
2011-11-08,110420.2
2011-11-09,107146.3
2011-11-10,106840.4
2011-11-11,111018.7
2011-11-12,112417.3
2011-11-13,111881.8
2011-11-14,113055.7
2011-11-15,114644.0
2011-11-16,111135.6
2011-11-17,109515.1
2011-11-18,115337.0
2011-11-19,117808.0
2011-11-20,116961.7
2011-11-21,117755.5
2011-11-22,118125.8
2011-11-23,113706.7
2011-11-24,112445.3
2011-11-25,117325.7
2011-11-26,117630.9
2011-11-27,117340.4
2011-11-28,119472.6
2011-11-29,120133.4
2011-11-30,116205.0
2011-12-01,114617.4
2011-12-02,119464.9
2011-12-03,122767.5
2011-12-04,124759.0
2011-12-05,123370.2
2011-12-06,124016.3
2011-12-07,120766.2
2011-12-08,120353.9
2011-12-09,126257.7
2011-12-10,127851.6
2011-12-11,130205.7
2011-12-12,130869.3
2011-12-13,131558.8
2011-12-14,126420.8
2011-12-15,126562.2
2011-12-16,131865.4
2011-12-17,133613.3
2011-12-18,132946.9
2011-12-19,133330.5
2011-12-20,131152.1
2011-12-21,126597.9
2011-12-22,123664.9
2011-12-23,129354.5
2011-12-24,127192.2
2011-12-25,127769.0
2011-12-26,124920.0
2011-12-27,125675.3
2011-12-28,122106.0
2011-12-29,120529.6
2011-12-30,125207.0
2011-12-31,122172.5
2012-01-01,110162.6
2012-01-02,113419.63
2012-01-03,114383.32
2012-01-04,115784.16
2012-01-05,115894.55
2012-01-06,115832.11
2012-01-07,112676.86
2012-01-08,116607.01
2012-01-09,125316.27
2012-01-10,124137.05
2012-01-11,119454.47
2012-01-12,114154.91
2012-01-13,121926.94
2012-01-14,124788.61
2012-01-15,128728.07
2012-01-16,128635.11
2012-01-17,126436.2
2012-01-18,121210.0
2012-01-19,118164.51
2012-01-20,126513.83
2012-01-21,127745.55
2012-01-22,125972.03
2012-01-23,123935.66
2012-01-24,130044.56
2012-01-25,128433.58
2012-01-26,125385.01
2012-01-27,132011.49
2012-01-28,134735.82
2012-01-29,135696.78
2012-01-30,137513.7
2012-01-31,138506.16
2012-02-01,135857.43
2012-02-02,132802.98
2012-02-03,136876.77
2012-02-04,140203.31
2012-02-05,142770.49
2012-02-06,139303.04
2012-02-07,138317.44
2012-02-08,131167.78
2012-02-09,125048.45
2012-02-10,126775.21
2012-02-11,126924.03
2012-02-12,125426.66
2012-02-13,124585.05
2012-02-14,121800.73
2012-02-15,118172.98
2012-02-16,115897.56
2012-02-17,121877.24
2012-02-18,123274.37
2012-02-19,123673.23
2012-02-20,122706.74
2012-02-21,122665.23
2012-02-22,118121.25
2012-02-23,115384.6
2012-02-24,120700.05
2012-02-25,122871.38
2012-02-26,124666.25
2012-02-27,124976.56
2012-02-28,124663.17
2012-02-29,118275.11
2012-03-01,114939.75
2012-03-02,120335.56
2012-03-03,119457.9
2012-03-04,118939.48
2012-03-05,117266.9
2012-03-06,117754.1
2012-03-07,110688.86
2012-03-08,110663.73
2012-03-09,110450.23
2012-03-10,117966.2
2012-03-11,120443.64
2012-03-12,121944.58
2012-03-13,119616.38
2012-03-14,110795.05
2012-03-15,109888.62
2012-03-16,118854.43000000001
2012-03-17,119935.02
2012-03-18,118917.01
2012-03-19,118332.58
2012-03-20,115816.08
2012-03-21,110415.37
2012-03-22,107744.24
2012-03-23,112173.63
2012-03-24,112585.58
2012-03-25,111784.01
2012-03-26,111062.38
2012-03-27,111735.64
2012-03-28,111604.04
2012-03-29,111323.06
2012-03-30,113148.52
2012-03-31,115704.57
2012-04-01,115279.74
2012-04-02,113726.58
2012-04-03,113294.33
2012-04-04,110505.88
2012-04-05,106277.46
2012-04-06,108907.5
2012-04-07,110370.92
2012-04-08,108705.69
2012-04-09,109204.58
2012-04-10,109781.87
2012-04-11,105575.99
2012-04-12,103354.4
2012-04-13,105770.52
2012-04-14,105758.62
2012-04-15,105966.31
2012-04-16,105054.63
2012-04-17,103624.74
2012-04-18,98149.2
2012-04-19,96616.62
2012-04-20,100522.9
2012-04-21,99763.33
2012-04-22,100456.54
2012-04-23,101607.55
2012-04-24,102429.07
2012-04-25,100531.3
2012-04-26,95973.11
2012-04-27,96871.14
2012-04-28,101833.16
2012-04-29,99226.01
2012-04-30,92671.77
2012-05-01,92323.94
2012-05-02,91909.47
2012-05-03,91717.81
2012-05-04,94799.48999999999
2012-05-05,97903.43
2012-05-06,98581.03
2012-05-07,97364.78
2012-05-08,90577.58
2012-05-09,91695.55
2012-05-10,91031.6
2012-05-11,94699.39
2012-05-12,95957.22
2012-07-01,94832.6
2012-08-01,94679.3
2012-09-01,97321.38
2012-10-01,94559.95
2012-11-01,91398.68
2012-12-01,95627.73
2013-01-01,97343.08
2013-02-01,97568.97
2013-03-01,97328.24
2013-04-01,98873.7
2013-05-01,95004.73
2013-06-01,94050.42
2013-07-01,98074.23
2013-08-01,100136.08
2013-09-01,100867.23
2013-10-01,101832.67
2013-11-01,101649.9
2013-12-01,99165.6
2014-01-01,96121.58
2014-02-01,99575.45
2014-03-01,99281.1
2014-04-01,99166.09
2014-05-01,99561.31
2014-06-01,100360.01
2014-07-01,98985.14
2014-08-01,96334.31
2014-09-01,98088.65
2014-10-01,100722.82
2014-11-01,100437.01
2014-12-01,95265.06
