,ACTUAL
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-15,
2010-05-16,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-22,
2010-05-23,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-05,
2010-06-06,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-12,
2010-06-13,
2010-06-14,
2010-06-15,
2010-06-16,
2010-06-17,
2010-06-18,
2010-06-19,
2010-06-20,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-26,
2010-06-27,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,
2010-07-07,
2010-07-08,
2010-07-09,
2010-07-10,
2010-07-11,
2010-07-12,
2010-07-13,
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,
2010-08-15,
2010-08-16,
2010-08-17,
2010-08-18,
2010-08-19,
2010-08-20,
2010-08-21,
2010-08-22,
2010-08-23,
2010-08-24,
2010-08-25,
2010-08-26,
2010-08-27,
2010-08-28,
2010-08-29,
2010-08-30,
2010-08-31,
2010-09-01,
2010-09-02,
2010-09-03,
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,
2010-09-08,
2010-09-09,
2010-09-10,
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,
2010-09-15,
2010-09-16,
2010-09-17,
2010-09-18,
2010-09-19,
2010-09-20,
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,
2010-09-25,
2010-09-26,
2010-09-27,
2010-09-28,
2010-09-29,
2010-09-30,
2010-10-01,
2010-10-02,
2010-10-03,
2010-10-04,
2010-10-05,
2010-10-06,
2010-10-07,
2010-10-08,
2010-10-09,
2010-10-10,
2010-10-11,
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,
2010-10-16,
2010-10-17,
2010-10-18,
2010-10-19,
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,
2010-10-26,
2010-10-27,
2010-10-28,
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-20,
2010-11-21,
2010-11-22,
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,
2010-11-27,
2010-11-28,
2010-11-29,
2010-11-30,
2010-12-01,
2010-12-02,
2010-12-03,
2010-12-04,
2010-12-05,
2010-12-06,
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,
2010-12-12,
2010-12-13,
2010-12-14,
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
2011-01-01,394652.76517533034
2011-01-02,396460.4678113656
2011-01-03,391045.763733978
2011-01-04,382963.3173068923
2011-01-05,390042.46105741226
2011-01-06,394005.5613700943
2011-01-07,393429.79647953296
2011-01-08,393337.5287678365
2011-01-09,387379.93506874284
2011-01-10,378890.37727406
2011-01-11,385455.48204592103
2011-01-12,384612.8687160724
2011-01-13,382244.8540506253
2011-01-14,385165.09891771886
2011-01-15,388690.93462120154
2011-01-16,383661.5271174205
2011-01-17,379904.3344910972
2011-01-18,387427.267071884
2011-01-19,398126.29347515944
2011-01-20,406173.7527163058
2011-01-21,408870.46345070703
2011-01-22,413364.91220774746
2011-01-23,401689.1692727116
2011-01-24,392792.50924544904
2011-01-25,395551.8782359072
2011-01-26,399897.9573825675
2011-01-27,406119.1850838986
2011-01-28,411392.7647793645
2011-01-29,402106.21767277754
2011-01-30,390074.27618547215
2011-01-31,370980.24666491523
2011-02-01,385303.5713327203
2011-02-02,374442.08221645205
2011-02-03,376825.73506325815
2011-02-04,378084.4169727654
2011-02-05,381360.7093356866
2011-02-06,379245.7854558169
2011-02-07,381744.2254254502
2011-02-08,394587.28407947754
2011-02-09,395179.3612410166
2011-02-10,398467.25056897564
2011-02-11,399342.7061462584
2011-02-12,396241.2086076814
2011-02-13,387418.7220224603
2011-02-14,383630.26986128127
2011-02-15,393038.37545514555
2011-02-16,400050.6622605949
2011-02-17,404693.3300891611
2011-02-18,408985.1024354898
2011-02-19,409389.74126892065
2011-02-20,408633.90383989696
2011-02-21,403692.23938248504
2011-02-22,403347.80934735213
2011-02-23,415047.63721879217
2011-02-24,420989.96190810384
2011-02-25,415365.22777637065
2011-02-26,413098.26410971675
2011-02-27,407549.1494741963
2011-02-28,390672.8272784971
2011-03-01,403109.10578435886
2011-03-02,409819.3527074353
2011-03-03,401383.1389366208
2011-03-04,398521.44404897373
2011-03-05,395690.99381454557
2011-03-06,394439.3837741826
2011-03-07,387826.439399646
2011-03-08,390518.00556741486
2011-03-09,407664.3750707338
2011-03-10,398705.83686750534
2011-03-11,396953.4273610888
2011-03-12,398223.16913649277
2011-03-13,388690.86854381155
2011-03-14,385997.98726144776
2011-03-15,399654.2446863965
2011-03-16,404401.0178409502
2011-03-17,400434.8575145816
2011-03-18,404073.0830746907
2011-03-19,407074.1831067472
2011-03-20,407479.92299807345
2011-03-21,404761.9111680749
2011-03-22,413538.1597503884
2011-03-23,419436.11520718277
2011-03-24,421611.15857560537
2011-03-25,413070.36189004383
2011-03-26,411122.68139751896
2011-03-27,401453.1851467329
2011-03-28,384960.70613151696
2011-03-29,401577.3816115871
2011-03-30,406893.2581270001
2011-03-31,401671.7339414807
2011-04-01,399317.6896384789
2011-04-02,395350.7453391039
2011-04-03,389737.32475665904
2011-04-04,391233.95352562104
2011-04-05,396683.70268524403
2011-04-06,384630.45757278224
2011-04-07,377266.02922200516
2011-04-08,383362.2044027378
2011-04-09,379322.61700222077
2011-04-10,371281.2193622192
2011-04-11,366259.2179707814
2011-04-12,375887.90070767514
2011-04-13,382175.66379395186
2011-04-14,375745.9668190761
2011-04-15,374316.6354585942
2011-04-16,375565.8013856791
2011-04-17,368860.07312629756
2011-04-18,361607.4955186627
2011-04-19,371191.0229050924
2011-04-20,374433.84533252846
2011-04-21,370437.1664268961
2011-04-22,369612.78544559254
2011-04-23,369847.56692462
2011-04-24,364231.808130149
2011-04-25,363933.0412428383
2011-04-26,362659.1423740436
2011-04-27,380998.0096095828
2011-04-28,373239.7717858876
2011-04-29,375751.44157294737
2011-04-30,374381.194557292
2011-05-01,363235.2995974183
2011-05-02,358795.8408849245
2011-05-03,361470.5294187634
2011-05-04,374070.44258473115
2011-05-05,358741.4999555133
2011-05-06,354910.56075222977
2011-05-07,352205.62878201046
2011-05-08,339985.17395525915
2011-05-09,336936.79974288517
2011-05-10,341050.00351050036
2011-05-11,358027.8744888468
2011-05-12,346868.6567121565
2011-05-13,346786.8825736258
2011-05-14,344848.32735429885
2011-05-15,343274.45603274007
2011-05-16,339834.1741220164
2011-05-17,348621.24602140085
2011-05-18,351645.6433850336
2011-05-19,345555.3902319019
2011-05-20,344194.0693476647
2011-05-21,345692.13323995733
2011-05-22,345432.43727288116
2011-05-23,340336.80476912204
2011-05-24,349190.7947724575
2011-05-25,348596.56025650277
2011-05-26,338369.6123199259
2011-05-27,334599.6074925265
2011-05-28,332769.27023557766
2011-05-29,322469.32474706986
2011-05-30,315588.5792190906
2011-05-31,331197.2481718474
2011-06-01,325089.60026595456
2011-06-02,325659.28978511697
2011-06-03,321306.29181700246
2011-06-04,322216.9587732249
2011-06-05,320237.44539367466
2011-06-06,317790.1768258522
2011-06-07,323940.5492173714
2011-06-08,313152.49529099313
2011-06-09,318414.2269245672
2011-06-10,315141.2106740504
2011-06-11,317007.7121735758
2011-06-12,309803.43521393184
2011-06-13,308150.20490848937
2011-06-14,308689.85762223584
2011-06-15,328634.9927342751
2011-06-16,320436.8798552687
2011-06-17,314038.3542887394
2011-06-18,311845.1027198472
2011-06-19,303925.4235035224
2011-06-20,303911.8913692844
2011-06-21,311198.3320793176
2011-06-22,318272.0482627849
2011-06-23,314104.580604233
2011-06-24,315060.715510772
2011-06-25,318246.33223352185
2011-06-26,311132.62741339573
2011-06-27,298988.8409907706
2011-06-28,310208.75933539844
2011-06-29,314798.9260134095
2011-06-30,306579.1201908003
2011-07-01,316716.1806969176
2011-07-02,315132.25676446926
2011-07-03,310166.3325997561
2011-07-04,308868.10886618175
2011-07-05,318976.86796285707
2011-07-06,318700.34423789266
2011-07-07,313297.27464107494
2011-07-08,314835.9575796105
2011-07-09,313841.8066621957
2011-07-10,305318.6598600347
2011-07-11,300292.08808590536
2011-07-12,313593.2408272795
2011-07-13,305693.1252885722
2011-07-14,312734.27320065885
2011-07-15,307414.7108926111
2011-07-16,309169.66915774706
2011-07-17,306726.8063260781
2011-07-18,300377.40745643066
2011-07-19,310309.34894455684
2011-07-20,315682.05934777705
2011-07-21,312394.91379773576
2011-07-22,306707.72238831234
2011-07-23,309351.848731596
2011-07-24,306104.2131195489
2011-07-25,301115.2302140638
2011-07-26,309909.7475426999
2011-07-27,311626.6325786671
2011-07-28,304245.2762310863
2011-07-29,305760.4208708737
2011-07-30,307355.86077130353
2011-07-31,298059.89348323044
2011-08-01,297515.4024937766
2011-08-02,310044.5547939479
2011-08-03,314660.2690502759
2011-08-04,310016.2053729345
2011-08-05,310564.88080239535
2011-08-06,311269.65890349227
2011-08-07,304975.5408341512
2011-08-08,300695.59786822804
2011-08-09,310752.8997555761
2011-08-10,312470.2890900453
2011-08-11,306564.04464297363
2011-08-12,310580.258336551
2011-08-13,307713.4603668214
2011-08-14,304233.0681105475
2011-08-15,296466.9612824477
2011-08-16,307807.84455417126
2011-08-17,313590.10093082004
2011-08-18,304583.8996936881
2011-08-19,302429.12492155615
2011-08-20,307156.4672326125
2011-08-21,308155.4792599382
2011-08-22,304729.0657459616
2011-08-23,313390.2598128307
2011-08-24,319093.8913151012
2011-08-25,312268.2045934991
2011-08-26,311815.1865293495
2011-08-27,314670.418007841
2011-08-28,310244.1322556434
2011-08-29,304863.38137298985
2011-08-30,315710.5232597766
2011-08-31,316993.21456365235
2011-09-01,308777.161095234
2011-09-02,308104.3964826164
2011-09-03,306380.3628036653
2011-09-04,300263.54539344524
2011-09-05,295665.5523319626
2011-09-06,308436.8923216768
2011-09-07,316064.6019645083
2011-09-08,310184.6595657504
2011-09-09,310779.112955373
2011-09-10,311579.34827195667
2011-09-11,302948.8299533365
2011-09-12,302183.8583040209
2011-09-13,309777.1091435309
2011-09-14,314530.678758229
2011-09-15,311121.9392606778
2011-09-16,308085.2218345914
2011-09-17,315991.38522478094
2011-09-18,309551.7299826093
2011-09-19,305455.7862977908
2011-09-20,312178.69598558394
2011-09-21,311996.8758684294
2011-09-22,308941.52534966654
2011-09-23,313773.10545088403
2011-09-24,318564.03946028464
2011-09-25,318871.0097044659
2011-09-26,315645.56195924134
2011-09-27,324505.00468267186
2011-09-28,324709.8394378632
2011-09-29,314928.04953287693
2011-09-30,314218.93684187555
2011-10-01,317397.6522215355
2011-10-02,311301.9417919451
2011-10-03,301923.82185722346
2011-10-04,310581.33493054315
2011-10-05,312733.47877387033
2011-10-06,308817.68411271775
2011-10-07,307706.2352291033
2011-10-08,309848.2133565644
2011-10-09,306630.07803402987
2011-10-10,306131.52348764177
2011-10-11,315037.12688218063
2011-10-12,319404.8721902903
2011-10-13,317570.1074901361
2011-10-14,321226.38839978474
2011-10-15,320581.19371230766
2011-10-16,319419.45801964175
2011-10-17,312181.9818839915
2011-10-18,322835.11621138797
2011-10-19,327168.7185671826
2011-10-20,323773.6837611328
2011-10-21,331823.7856083131
2011-10-22,331910.2386650804
2011-10-23,332475.7383285379
2011-10-24,327212.7600935042
2011-10-25,341613.6816202071
2011-10-26,343216.5490226907
2011-10-27,333722.5208174081
2011-10-28,336208.9698169061
2011-10-29,336478.23757170176
2011-10-30,332642.37999762024
2011-10-31,329145.33689580066
2011-11-01,340943.834277352
2011-11-02,346934.64022441074
2011-11-03,342703.235958112
2011-11-04,335278.92424318806
2011-11-05,339388.34056536295
2011-11-06,347076.5701759635
2011-11-07,340460.97990391747
2011-11-08,349161.1160861867
2011-11-09,348576.9237221008
2011-11-10,342478.5973849127
2011-11-11,340463.6100134816
2011-11-12,341047.0888297853
2011-11-13,341055.4499541982
2011-11-14,326770.64908629004
2011-11-15,339276.1792410138
2011-11-16,346626.0009556391
2011-11-17,347280.2887119231
2011-11-18,353810.9619812804
2011-11-19,359918.98801968567
2011-11-20,351256.57127107313
2011-11-21,347009.6663573397
2011-11-22,355997.0014694313
2011-11-23,364833.1793998278
2011-11-24,358342.91289987415
2011-11-25,356040.584553433
2011-11-26,358309.8548571685
2011-11-27,359020.95679222234
2011-11-28,356234.0725345525
2011-11-29,370456.6385671395
2011-11-30,374397.63061151496
2011-12-01,372392.94570358586
2011-12-02,372607.4597425996
2011-12-03,372792.1934711304
2011-12-04,364380.0616113228
2011-12-05,364817.2319277125
2011-12-06,373854.4348020117
2011-12-07,377900.59345026343
2011-12-08,382040.76715193794
2011-12-09,392206.87180869933
2011-12-10,391855.11128997715
2011-12-11,389678.3961064183
2011-12-12,384541.7561414706
2011-12-13,389175.0932759932
2011-12-14,397930.332665865
2011-12-15,393255.89393979637
2011-12-16,394765.92500628904
2011-12-17,391215.14549677726
2011-12-18,388306.44853447366
2011-12-19,383183.7186507764
2011-12-20,395676.5731100704
2011-12-21,399000.1831423292
2011-12-22,394850.7029936468
2011-12-23,391801.75716061745
2011-12-24,389995.1088957105
2011-12-25,396099.22847482166
2011-12-26,395228.4365926506
2011-12-27,406478.9051266898
2011-12-28,408524.82260608324
2011-12-29,399813.9349462387
2011-12-30,390792.0786931219
2011-12-31,393078.98305427114
2012-01-01,380759.06849808234
2012-01-02,383991.8375245094
2012-01-03,386466.6803761415
2012-01-04,401218.93366654665
2012-01-05,398779.8477205054
2012-01-06,404686.79153020174
2012-01-07,403893.8477253794
2012-01-08,404276.7939453159
2012-01-09,397176.9044153621
2012-01-10,398749.97333245235
2012-01-11,417406.9330418348
2012-01-12,408769.5638960589
2012-01-13,410361.50542961655
2012-01-14,412443.24222346436
2012-01-15,408715.075141297
2012-01-16,400495.5004265335
2012-01-17,409476.5310937646
2012-01-18,420319.5229633848
2012-01-19,412826.01851538324
2012-01-20,410037.35389775364
2012-01-21,406970.6829602931
2012-01-22,400517.2422197303
2012-01-23,395559.9433911753
2012-01-24,407294.3932019058
2012-01-25,409929.18467591505
2012-01-26,405141.0211059071
2012-01-27,402280.6321513354
2012-01-28,396818.30242046114
2012-01-29,389409.25675578427
2012-01-30,375543.3076825425
2012-01-31,385195.72392519616
2012-02-01,384558.5598065259
2012-02-02,386848.49719623156
2012-02-03,389242.6712404377
2012-02-04,397121.01958454924
2012-02-05,388092.5594502043
2012-02-06,386927.14112982637
2012-02-07,398447.9579280552
2012-02-08,405379.90819567424
2012-02-09,421064.287242839
2012-02-10,419872.53553923604
2012-02-11,422896.75531834405
2012-02-12,426208.7494641287
2012-02-13,415795.9789440884
2012-02-14,421768.60847249953
2012-02-15,436980.0358924466
2012-02-16,432763.9356706531
2012-02-17,431540.9584769701
2012-02-18,434881.14758074214
2012-02-19,429255.555711372
2012-02-20,424916.399480718
2012-02-21,434564.578308349
2012-02-22,444092.3144907276
2012-02-23,433369.7586896815
2012-02-24,450824.9758437937
2012-02-25,441395.3864263154
2012-02-26,436553.64965385705
2012-02-27,431760.3474641817
2012-02-28,440286.77378262655
2012-02-29,453192.6338825802
2012-03-01,451663.85173412075
2012-03-02,451409.98116990866
2012-03-03,456453.87101883034
2012-03-04,455767.4408829308
2012-03-05,437104.8257703171
2012-03-06,436305.0135042882
2012-03-07,450787.0451117668
2012-03-08,462981.7356844315
2012-03-09,453454.8590940752
2012-03-10,451722.2103689174
2012-03-11,442633.08521276055
2012-03-12,431273.0544964799
2012-03-13,437328.03705018177
2012-03-14,451240.82052873156
2012-03-15,450132.49415076297
2012-03-16,447190.9624025188
2012-03-17,441616.24572740874
2012-03-18,433685.33501756744
2012-03-19,425692.5192266311
2012-03-20,435749.0263545693
2012-03-21,446929.86334538896
2012-03-22,442416.48596419604
2012-03-23,438563.7144879276
2012-03-24,434920.99463641545
2012-03-25,424754.67712963774
2012-03-26,410914.3565909068
2012-03-27,430501.4795953466
2012-03-28,439262.8808098889
2012-03-29,434122.4507629286
2012-03-30,433567.68966609135
2012-03-31,426576.54850874364
2012-04-01,417040.56530835276
2012-04-02,408792.3430662409
2012-04-03,409558.4141110456
2012-04-04,425215.25185235
2012-04-05,425343.63459312334
2012-04-06,419234.6767720519
2012-04-07,401507.6846958512
2012-04-08,393662.65817509487
2012-04-09,389746.90247472597
2012-04-10,411886.6078254496
2012-04-11,421525.61165151745
2012-04-12,421585.19292684447
2012-04-13,421264.83535177016
2012-04-14,418461.22169330216
2012-04-15,409910.5153079302
2012-04-16,400142.9735417452
2012-04-17,407141.47834826855
2012-04-18,415102.52683291817
2012-04-19,409801.61937217764
2012-04-20,406804.11073887115
2012-04-21,405885.32549450075
2012-04-22,397179.0761282728
2012-04-23,388443.1536883865
2012-04-24,399295.93397624226
2012-04-25,415664.049208572
2012-04-26,409011.2000221212
2012-04-27,403377.21923330845
2012-04-28,403166.42979666183
2012-04-29,395425.8262942025
2012-04-30,388126.5129332675
2012-05-01,394964.7678443434
2012-05-02,411725.2251609486
2012-05-03,408480.7838532137
2012-05-04,405213.687845552
2012-05-05,402660.9930755492
2012-05-06,395670.7926787929
2012-05-07,383353.18147384626
2012-05-08,380753.15819119633
2012-05-09,401874.6168952209
2012-05-10,396839.81013540836
2012-05-11,389063.60396563273
2012-05-12,381226.1398885343
2012-05-13,375116.7727851468
2012-05-14,366472.04116039415
2012-05-15,375907.93396759336
2012-05-16,382350.6224226913
2012-05-17,374158.85657548724
2012-05-18,367795.5040827831
2012-05-19,360522.33568180364
2012-05-20,353329.24131614505
2012-05-21,338915.75788143877
2012-05-22,351413.5148591847
2012-05-23,362895.8988021449
2012-05-24,356998.2756506685
2012-05-25,353750.03407300124
2012-05-26,344980.20776117255
2012-05-27,337605.81582092564
2012-05-28,340090.03572062094
2012-05-29,354196.63810022204
2012-05-30,351707.2508562272
2012-05-31,354165.20755372854
2012-06-01,352737.6231002985
2012-06-02,357487.457359779
2012-06-03,350479.94988727436
2012-06-04,349621.77464234456
2012-06-05,359555.7397751891
2012-06-06,359007.84143430373
2012-06-07,355576.47722642747
2012-06-08,341936.1182035034
2012-06-09,346613.6315594623
2012-06-10,341852.533658731
2012-06-11,342383.27506154036
2012-06-12,338605.0255231456
2012-06-13,356574.48584480496
2012-06-14,350622.7883005527
2012-06-15,350254.7203869194
2012-06-16,349004.5375364082
2012-06-17,341393.555219422
2012-06-18,331383.2054473522
2012-06-19,336256.35772345576
2012-06-20,350352.2529127593
2012-06-21,346106.47665358253
2012-06-22,344661.38775321573
2012-06-23,344652.2738143195
2012-06-24,338242.638442251
2012-06-25,334826.4722375203
2012-06-26,344103.66921165807
2012-06-27,351762.3941231638
2012-06-28,348596.2065162213
2012-06-29,344404.56156921946
2012-06-30,344079.95190099976
2012-07-01,336224.7348487446
2012-07-02,328301.55821984465
2012-07-03,340096.7608866786
2012-07-04,350051.9286668596
2012-07-05,348118.903533024
2012-07-06,343624.00867262064
2012-07-07,344817.688874457
2012-07-08,339538.59561997006
2012-07-09,339915.5667364443
2012-07-10,345005.36996841984
2012-07-11,344913.4054784037
2012-07-12,343949.64646275475
2012-07-13,344657.87425997504
2012-07-14,341048.88053279807
2012-07-15,332445.95148598764
2012-07-16,330230.17969838023
2012-07-17,341782.5575150425
2012-07-18,351286.9836466016
2012-07-19,352576.19077172165
2012-07-20,350927.03984863905
2012-07-21,346174.7217813114
2012-07-22,338401.0290303396
2012-07-23,330702.8258107351
2012-07-24,345307.23525399575
2012-07-25,354781.9147759262
2012-07-26,352871.30434051435
2012-07-27,345921.8573389022
2012-07-28,342429.9447067262
2012-07-29,337466.6521686155
2012-07-30,331916.15248072986
2012-07-31,344205.11318710103
2012-08-01,352039.71977151727
2012-08-02,344925.68395144475
2012-08-03,339426.43561088137
2012-08-04,345750.48989947326
2012-08-05,341177.54413186625
2012-08-06,333791.4156022197
2012-08-07,341774.7726683098
2012-08-08,351927.6448975633
2012-08-09,348997.63575578283
2012-08-10,340171.60042187123
2012-08-11,339613.58532769757
2012-08-12,334991.11369707395
2012-08-13,328552.51251708646
2012-08-14,338595.2755801912
2012-08-15,350308.0687589335
2012-08-16,351157.98839533003
2012-08-17,344013.27098668914
2012-08-18,337388.48099877906
2012-08-19,328285.0035885595
2012-08-20,325185.7103694905
2012-08-21,337972.32406699203
2012-08-22,348178.3934884134
2012-08-23,345481.4407753064
2012-08-24,346217.12460145203
2012-08-25,340341.46846741525
2012-08-26,331421.5893729937
2012-08-27,324549.1993971555
2012-08-28,334480.5178579785
2012-08-29,343832.04299178993
2012-08-30,343619.21625272534
2012-08-31,336545.1910940397
2012-09-01,334569.1275191381
2012-09-02,329073.037189871
2012-09-03,319844.63100423827
2012-09-04,328817.5784795556
2012-09-05,343359.9644789915
2012-09-06,349441.0869160111
2012-09-07,350043.79761809326
2012-09-08,349867.9119094006
2012-09-09,345325.2984817453
2012-09-10,336962.5476020036
2012-09-11,341066.79388817796
2012-09-12,354672.69863625534
2012-09-13,353389.9217925986
2012-09-14,346344.6810463603
2012-09-15,341154.3760439278
2012-09-16,336982.4493334444
2012-09-17,336411.5128038359
2012-09-18,346771.0793118703
2012-09-19,354787.2982122255
2012-09-20,351260.58771218895
2012-09-21,345022.4172803019
2012-09-22,346553.5485709368
2012-09-23,337833.3308471328
2012-09-24,331152.27805556305
2012-09-25,341942.80214199884
2012-09-26,351341.7952487502
2012-09-27,355310.1070206354
2012-09-28,350162.72763458965
2012-09-29,349215.68615752575
2012-09-30,346055.42102320003
2012-10-01,342118.55160880246
2012-10-02,352856.30125722045
2012-10-03,359188.5205302163
2012-10-04,362897.5646199259
2012-10-05,362337.5012224711
2012-10-06,356977.86810350494
2012-10-07,347118.2468925013
2012-10-08,332979.0641990018
2012-10-09,344696.3236458954
2012-10-10,352554.925070573
2012-10-11,352887.5916367673
2012-10-12,351892.42988148786
2012-10-13,353349.94673645106
2012-10-14,354560.84620825324
2012-10-15,351248.8910241889
2012-10-16,364809.84531019063
2012-10-17,372549.3445304896
2012-10-18,372988.1171831811
2012-10-19,371197.29242005973
2012-10-20,366635.6426229884
2012-10-21,357690.3394389947
2012-10-22,344568.5987845063
2012-10-23,349563.3492823617
2012-10-24,363244.7309966206
2012-10-25,363418.63923306944
2012-10-26,365785.5679039461
2012-10-27,363861.5393474705
2012-10-28,360908.6896422617
2012-10-29,352224.5098880611
2012-10-30,360606.5060634558
2012-10-31,372609.21992617805
2012-11-01,367470.53193061764
2012-11-02,368316.8704017487
2012-11-03,364573.0677416691
2012-11-04,369237.9618126352
2012-11-05,368176.51132667845
2012-11-06,378307.7339562931
2012-11-07,397552.7051042701
2012-11-08,388567.58567867725
2012-11-09,381058.45855516795
2012-11-10,375396.254477358
2012-11-11,362676.80104317504
2012-11-12,362318.4006104575
2012-11-13,368956.9722933303
2012-11-14,377332.3507783798
2012-11-15,375847.8590506733
2012-11-16,377068.1807792289
2012-11-17,378868.30390669097
2012-11-18,376023.99337245646
2012-11-19,367813.50235627976
2012-11-20,376757.78993971535
2012-11-21,389568.0604116124
2012-11-22,391309.8521678732
2012-11-23,394248.4449436645
2012-11-24,393062.95135930215
2012-11-25,381552.1845721682
2012-11-26,372233.56612819264
2012-11-27,381126.22214386053
2012-11-28,393164.97961247445
2012-11-29,391618.2043529757
2012-11-30,388151.92321245815
2013-01-01,386717.8742971521
2013-02-01,379843.50927222
2013-03-01,378624.38474689255
2013-04-01,387417.36979471747
2013-05-01,389343.33458254754
2013-06-01,387597.95926567004
2013-07-01,386091.64585734665
2013-08-01,387542.3074478377
2013-09-01,379179.0314537011
2013-10-01,378176.2597129703
2013-11-01,387439.7308037405
2013-12-01,391647.7901055191
2014-01-01,392535.01390814484
2014-02-01,389620.14830551494
2014-03-01,388847.34996785235
2014-04-01,379789.37716781074
2014-05-01,377908.48400414526
2014-06-01,390190.0079575845
2014-07-01,390217.42913754104
2014-08-01,392009.9722792143
2014-09-01,389487.1283838409
2014-10-01,388185.17362222454
2014-11-01,377970.7236662764
2014-12-01,375780.9381554106
2015-01-01,386474.7459174082
2015-02-01,388521.1450758876
2015-03-01,387981.54303597845
2015-04-01,386148.0602111283
2015-05-01,379258.79348362214
2015-06-01,371215.18592041195
