,ACTUAL
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-15,
2010-05-16,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-22,
2010-05-23,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-05,
2010-06-06,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-12,
2010-06-13,
2010-06-14,
2010-06-15,
2010-06-16,
2010-06-17,
2010-06-18,
2010-06-19,
2010-06-20,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-26,
2010-06-27,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,
2010-07-07,
2010-07-08,
2010-07-09,
2010-07-10,
2010-07-11,
2010-07-12,
2010-07-13,
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,
2010-08-15,
2010-08-16,
2010-08-17,
2010-08-18,
2010-08-19,
2010-08-20,
2010-08-21,
2010-08-22,
2010-08-23,
2010-08-24,
2010-08-25,
2010-08-26,
2010-08-27,
2010-08-28,
2010-08-29,
2010-08-30,
2010-08-31,
2010-09-01,
2010-09-02,
2010-09-03,
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,
2010-09-08,
2010-09-09,
2010-09-10,
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,
2010-09-15,
2010-09-16,
2010-09-17,
2010-09-18,
2010-09-19,
2010-09-20,
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,
2010-09-25,
2010-09-26,
2010-09-27,
2010-09-28,
2010-09-29,
2010-09-30,
2010-10-01,
2010-10-02,
2010-10-03,
2010-10-04,
2010-10-05,
2010-10-06,
2010-10-07,
2010-10-08,
2010-10-09,
2010-10-10,
2010-10-11,
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,
2010-10-16,
2010-10-17,
2010-10-18,
2010-10-19,
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,
2010-10-26,
2010-10-27,
2010-10-28,
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-20,
2010-11-21,
2010-11-22,
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,
2010-11-27,
2010-11-28,
2010-11-29,
2010-11-30,
2010-12-01,
2010-12-02,
2010-12-03,
2010-12-04,
2010-12-05,
2010-12-06,
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,
2010-12-12,
2010-12-13,
2010-12-14,
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
2011-01-01,50407.0
2011-01-02,51478.6
2011-01-03,51992.55
2011-01-04,52387.75
2011-01-05,51748.4
2011-01-06,51528.95
2011-01-07,51779.75
2011-01-08,51828.2
2011-01-09,54725.7
2011-01-10,55311.85
2011-01-11,55224.45
2011-01-12,52821.9
2011-01-13,52376.35
2011-01-14,54794.1
2011-01-15,55182.65
2011-01-16,55788.75
2011-01-17,55581.65
2011-01-18,55677.6
2011-01-19,53567.65
2011-01-20,52647.1
2011-01-21,55126.6
2011-01-22,54533.8
2011-01-23,53573.35
2011-01-24,52767.75
2011-01-25,51965.0
2011-01-26,49676.45
2011-01-27,49979.5
2011-01-28,51882.35
2011-01-29,52423.85
2011-01-30,52970.1
2011-01-31,53436.55
2011-02-01,53475.5
2011-02-02,51377.9
2011-02-03,50642.6
2011-02-04,52444.75
2011-02-05,52402.95
2011-02-06,52082.8
2011-02-07,51890.9
2011-02-08,51659.1
2011-02-09,50512.45
2011-02-10,49413.3
2011-02-11,51325.65
2011-02-12,51659.1
2011-02-13,51915.6
2011-02-14,51583.1
2011-02-15,52227.2
2011-02-16,50503.9
2011-02-17,49674.55
2011-02-18,51825.35
2011-02-19,51976.4
2011-02-20,51281.95
2011-02-21,52058.1
2011-02-22,51646.75
2011-02-23,50047.9
2011-02-24,49621.35
2011-02-25,51413.05
2011-02-26,51660.05
2011-02-27,51905.15
2011-02-28,52255.7
2011-03-01,51656.25
2011-03-02,49986.15
2011-03-03,49445.6
2011-03-04,51619.2
2011-03-05,51619.2
2011-03-06,50915.25
2011-03-07,50527.65
2011-03-08,48478.5
2011-03-09,48077.6
2011-03-10,47686.2
2011-03-11,49948.15
2011-03-12,49870.25
2011-03-13,49328.75
2011-03-14,48780.6
2011-03-15,48355.0
2011-03-16,46302.05
2011-03-17,46086.4
2011-03-18,48660.9
2011-03-19,49070.35
2011-03-20,48634.3
2011-03-21,48447.15
2011-03-22,48243.85
2011-03-23,46242.2
2011-03-24,45694.05
2011-03-25,48376.85
2011-03-26,48203.95
2011-03-27,48472.8
2011-03-28,48192.55
2011-03-29,48925.0
2011-03-30,46979.4
2011-03-31,45984.75
2011-04-01,47077.25
2011-04-02,47860.05
2011-04-03,47090.55
2011-04-04,46683.95
2011-04-05,45874.55
2011-04-06,43199.35
2011-04-07,41944.4
2011-04-08,43679.1
2011-04-09,43783.6
2011-04-10,43287.7
2011-04-11,43187.95
2011-04-12,44077.15
2011-04-13,42696.8
2011-04-14,41584.35
2011-04-15,43395.05
2011-04-16,43408.35
2011-04-17,43912.8
2011-04-18,45010.05
2011-04-19,45087.95
2011-04-20,43937.5
2011-04-21,43304.8
2011-04-22,45814.7
2011-04-23,46225.1
2011-04-24,46208.0
2011-04-25,46111.1
2011-04-26,45945.8
2011-04-27,43198.4
2011-04-28,41956.75
2011-04-29,43413.1
2011-04-30,42157.2
2011-05-01,38311.6
2011-05-02,38194.75
2011-05-03,38136.8
2011-05-04,37829.95
2011-05-05,37131.7
2011-05-06,39963.65
2011-05-07,39960.8
2011-05-08,40040.6
2011-05-09,37297.95
2011-05-10,37962.0
2011-05-11,37988.6
2011-05-12,37454.7
2011-05-13,39229.3
2011-05-14,39525.7
2011-05-15,39781.25
2011-05-16,39909.5
2011-05-17,40297.1
2011-05-18,38635.55
2011-05-19,37997.15
2011-05-20,40294.25
2011-05-21,40521.3
2011-05-22,41784.8
2011-05-23,40453.85
2011-05-24,39925.65
2011-05-25,39064.95
2011-05-26,38556.7
2011-05-27,40163.15
2011-05-28,40695.15
2011-05-29,40673.3
2011-05-30,40763.55
2011-05-31,40592.55
2011-06-01,39142.85
2011-06-02,38451.25
2011-06-03,40127.05
2011-06-04,40333.2
2011-06-05,39976.95
2011-06-06,40228.7
2011-06-07,40534.6
2011-06-08,38782.8
2011-06-09,37746.35
2011-06-10,39829.7
2011-06-11,40128.0
2011-06-12,38613.7
2011-06-13,40057.7
2011-06-14,40160.3
2011-06-15,39291.05
2011-06-16,38632.7
2011-06-17,40090.95
2011-06-18,40199.25
2011-06-19,40744.55
2011-06-20,40752.15
2011-06-21,40798.7
2011-06-22,39032.65
2011-06-23,38802.75
2011-06-24,40680.9
2011-06-25,40528.9
2011-06-26,40288.55
2011-06-27,40700.85
2011-06-28,40911.75
2011-06-29,39766.05
2011-06-30,39185.6
2011-07-01,41206.25
2011-07-02,40828.15
2011-07-03,41457.05
2011-07-04,40988.7
2011-07-05,40552.65
2011-07-06,39345.2
2011-07-07,39212.2
2011-07-08,41235.7
2011-07-09,41563.45
2011-07-10,41932.05
2011-07-11,41950.1
2011-07-12,42373.8
2011-07-13,40767.35
2011-07-14,40375.95
2011-07-15,42596.1
2011-07-16,42541.0
2011-07-17,42389.95
2011-07-18,41750.6
2011-07-19,41602.4
2011-07-20,40555.5
2011-07-21,39900.95
2011-07-22,41818.05
2011-07-23,41633.75
2011-07-24,40849.05
2011-07-25,40799.65
2011-07-26,40115.65
2011-07-27,39273.0
2011-07-28,38236.55
2011-07-29,39963.65
2011-07-30,39385.1
2011-07-31,39899.05
2011-08-01,39486.75
2011-08-02,39492.45
2011-08-03,38368.6
2011-08-04,37947.75
2011-08-05,39606.45
2011-08-06,39560.85
2011-08-07,39506.7
2011-08-08,39468.7
2011-08-09,39761.3
2011-08-10,38709.65
2011-08-11,37997.15
2011-08-12,39616.9
2011-08-13,39465.85
2011-08-14,39364.2
2011-08-15,39718.55
2011-08-16,39821.15
2011-08-17,38624.15
2011-08-18,38015.2
2011-08-19,39796.45
2011-08-20,39980.75
2011-08-21,39881.95
2011-08-22,39666.3
2011-08-23,39925.65
2011-08-24,38334.4
2011-08-25,37796.7
2011-08-26,39400.3
2011-08-27,39653.0
2011-08-28,39921.85
2011-08-29,40073.85
2011-08-30,40035.85
2011-08-31,38585.2
2011-09-01,37869.85
2011-09-02,39633.05
2011-09-03,39682.45
2011-09-04,39699.55
2011-09-05,39913.3
2011-09-06,39337.6
2011-09-07,38386.65
2011-09-08,38055.1
2011-09-09,39863.9
2011-09-10,39930.4
2011-09-11,40078.6
2011-09-12,40302.8
2011-09-13,40461.45
2011-09-14,38991.8
2011-09-15,38698.25
2011-09-16,40593.5
2011-09-17,40861.4
2011-09-18,40827.2
2011-09-19,40859.5
2011-09-20,40805.35
2011-09-21,39674.85
2011-09-22,39350.9
2011-09-23,40222.05
2011-09-24,41302.2
2011-09-25,42180.95
2011-09-26,42516.3
2011-09-27,42033.7
2011-09-28,41259.45
2011-09-29,41340.2
2011-09-30,43396.0
2011-10-01,44955.9
2011-10-02,45182.95
2011-10-03,45633.25
2011-10-04,46110.15
2011-10-05,46012.3
2011-10-06,45993.3
2011-10-07,47706.15
2011-10-08,47963.6
2011-10-09,48518.4
2011-10-10,48159.3
2011-10-11,47874.3
2011-10-12,46051.25
2011-10-13,45839.4
2011-10-14,47970.25
2011-10-15,47589.3
2011-10-16,47562.7
2011-10-17,47655.8
2011-10-18,47201.7
2011-10-19,45732.05
2011-10-20,45880.25
2011-10-21,47559.85
2011-10-22,47695.7
2011-10-23,47850.55
2011-10-24,48018.7
2011-10-25,48290.4
2011-10-26,46883.45
2011-10-27,46326.75
2011-10-28,48367.35
2011-10-29,48635.25
2011-10-30,48485.15
2011-10-31,48089.95
2011-11-01,48521.25
2011-11-02,46649.75
2011-11-03,45613.3
2011-11-04,45883.1
2011-11-05,47500.95
2011-11-06,47388.85
2011-11-07,47677.65
2011-11-08,48613.4
2011-11-09,47236.85
2011-11-10,46633.6
2011-11-11,48766.35
2011-11-12,48583.0
2011-11-13,49362.0
2011-11-14,49481.7
2011-11-15,49460.8
2011-11-16,48073.8
2011-11-17,47620.65
2011-11-18,49757.2
2011-11-19,49589.05
2011-11-20,50584.65
2011-11-21,50977.95
2011-11-22,51272.45
2011-11-23,49286.95
2011-11-24,48566.85
2011-11-25,50783.2
2011-11-26,51161.3
2011-11-27,50778.45
2011-11-28,50738.55
2011-11-29,51244.9
2011-11-30,49648.9
2011-12-01,50078.3
2011-12-02,52141.7
2011-12-03,52481.8
2011-12-04,53583.8
2011-12-05,53840.3
2011-12-06,53543.9
2011-12-07,51566.0
2011-12-08,51229.7
2011-12-09,53707.3
2011-12-10,53744.35
2011-12-11,54535.7
2011-12-12,55464.8
2011-12-13,56154.5
2011-12-14,54708.6
2011-12-15,54339.05
2011-12-16,56724.5
2011-12-17,56767.25
2011-12-18,56768.2
2011-12-19,56989.55
2011-12-20,56889.8
2011-12-21,55117.1
2011-12-22,54449.25
2011-12-23,56462.3
2011-12-24,56346.4
2011-12-25,55818.2
2011-12-26,55674.75
2011-12-27,55652.9
2011-12-28,53734.85
2011-12-29,53700.65
2011-12-30,55622.5
2011-12-31,55508.5
2012-01-01,51597.35
2012-01-02,51596.78
2012-01-03,52316.9275
2012-01-04,52375.6375
2012-01-05,52195.47
2012-01-06,52335.5475
2012-01-07,52577.9875
2012-01-08,52707.71
2012-01-09,55462.235
2012-01-10,54826.542499999996
2012-01-11,52210.6225
2012-01-12,51398.895
2012-01-13,53645.2175
2012-01-14,54643.905
2012-01-15,54295.6825
2012-01-16,53850.9875
2012-01-17,53493.8825
2012-01-18,51878.93
2012-01-19,51154.0325
2012-01-20,53956.105
2012-01-21,54772.63
2012-01-22,54879.79
2012-01-23,54815.6175
2012-01-24,54839.9375
2012-01-25,53839.35
2012-01-26,52929.7725
2012-01-27,54979.825
2012-01-28,55515.7675
2012-01-29,56850.9925
2012-01-30,57576.555
2012-01-31,58266.7775
2012-02-01,57598.975
2012-02-02,57661.295
2012-02-03,59399.130000000005
2012-02-04,60096.287500000006
2012-02-05,60518.8475
2012-02-06,60162.74
2012-02-07,59494.795
2012-02-08,56898.255
2012-02-09,55117.6225
2012-02-10,56248.265
2012-02-11,56019.9325
2012-02-12,55208.205
2012-02-13,54865.73
2012-02-14,53627.405
2012-02-15,51656.06
2012-02-16,50623.695
2012-02-17,52524.9775
2012-02-18,52950.7675
2012-02-19,53118.87
2012-02-20,52348.8475
2012-02-21,52460.805
2012-02-22,50407.2375
2012-02-23,49762.995
2012-02-24,51721.4675
2012-02-25,51842.4025
2012-02-26,52722.1025
2012-02-27,52893.9575
2012-02-28,52621.735
2012-02-29,50299.4125
2012-03-01,49375.1575
2012-03-02,51319.38
2012-03-03,51149.71
2012-03-04,50636.71
2012-03-05,50138.8625
2012-03-06,50351.2825
2012-03-07,48296.575
2012-03-08,47340.78
2012-03-09,48028.01
2012-03-10,49079.7075
2012-03-11,49527.0625
2012-03-12,50948.7375
2012-03-13,50573.63
2012-03-14,48256.2
2012-03-15,46917.6025
2012-03-16,49832.82
2012-03-17,49211.995
2012-03-18,48181.7675
2012-03-19,47664.065
2012-03-20,46963.1075
2012-03-21,46270.8425
2012-03-22,45080.16
2012-03-23,47090.5025
2012-03-24,46968.1425
2012-03-25,45966.7475
2012-03-26,45696.14
2012-03-27,44904.0775
2012-03-28,44715.55
2012-03-29,44490.02
2012-03-30,46076.1875
2012-03-31,45325.2125
2012-04-01,45872.6025
2012-04-02,46186.5775
2012-04-03,45906.8975
2012-04-04,44243.8275
2012-04-05,43652.167499999996
2012-04-06,44936.520000000004
2012-04-07,44610.005
2012-04-08,44628.53
2012-04-09,44118.285
2012-04-10,44311.8475
2012-04-11,42613.0575
2012-04-12,41807.79
2012-04-13,43896.3175
2012-04-14,44146.4525
2012-04-15,43482.1175
2012-04-16,43637.49
2012-04-17,42977.9525
2012-04-18,41124.5975
2012-04-19,39296.275
2012-04-20,42510.79
2012-04-21,42441.535
2012-04-22,41883.505
2012-04-23,42498.25
2012-04-24,43005.455
2012-04-25,41522.79
2012-04-26,40458.22
2012-04-27,42067.1875
2012-04-28,42200.805
2012-04-29,42334.66
2012-04-30,38315.78
2012-05-01,38659.5375
2012-05-02,38750.69
2012-05-03,37146.9475
2012-05-04,39303.685
2012-05-05,39883.2325
2012-05-06,40149.09
2012-05-07,39830.08
2012-05-08,36588.3475
2012-05-09,37511.7
2012-05-10,37170.08
2012-05-11,38505.685
2012-05-12,39205.265
2012-07-01,39036.735
2012-08-01,38774.0125
2012-09-01,38416.575
2012-10-01,37165.805
2012-11-01,36756.8775
2012-12-01,38543.2575
2013-01-01,39044.7625
2013-02-01,38905.065
2013-03-01,38995.79
2013-04-01,39042.292499999996
2013-05-01,37720.082500000004
2013-06-01,37128.8975
2013-07-01,38955.035
2013-08-01,39345.0575
2013-09-01,39194.957500000004
2013-10-01,39271.765
2013-11-01,39027.3775
2013-12-01,37624.2275
2014-01-01,37257.2425
2014-02-01,39150.2125
2014-03-01,39135.2025
2014-04-01,39209.16
2014-05-01,39144.7975
2014-06-01,39003.485
2014-07-01,37542.479999999996
2014-08-01,36509.64
2014-09-01,38320.7675
2014-10-01,38580.735
2014-11-01,38599.45
2014-12-01,37337.185
