,ACTUAL
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-15,
2010-05-16,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-22,
2010-05-23,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-05,
2010-06-06,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-12,
2010-06-13,
2010-06-14,
2010-06-15,
2010-06-16,
2010-06-17,
2010-06-18,
2010-06-19,
2010-06-20,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-26,
2010-06-27,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,
2010-07-07,
2010-07-08,
2010-07-09,
2010-07-10,
2010-07-11,
2010-07-12,
2010-07-13,
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,
2010-08-15,
2010-08-16,
2010-08-17,
2010-08-18,
2010-08-19,
2010-08-20,
2010-08-21,
2010-08-22,
2010-08-23,
2010-08-24,
2010-08-25,
2010-08-26,
2010-08-27,
2010-08-28,
2010-08-29,
2010-08-30,
2010-08-31,
2010-09-01,
2010-09-02,
2010-09-03,
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,
2010-09-08,
2010-09-09,
2010-09-10,
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,
2010-09-15,
2010-09-16,
2010-09-17,
2010-09-18,
2010-09-19,
2010-09-20,
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,
2010-09-25,
2010-09-26,
2010-09-27,
2010-09-28,
2010-09-29,
2010-09-30,
2010-10-01,
2010-10-02,
2010-10-03,
2010-10-04,
2010-10-05,
2010-10-06,
2010-10-07,
2010-10-08,
2010-10-09,
2010-10-10,
2010-10-11,
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,
2010-10-16,
2010-10-17,
2010-10-18,
2010-10-19,
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,
2010-10-26,
2010-10-27,
2010-10-28,
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-20,
2010-11-21,
2010-11-22,
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,
2010-11-27,
2010-11-28,
2010-11-29,
2010-11-30,
2010-12-01,
2010-12-02,
2010-12-03,
2010-12-04,
2010-12-05,
2010-12-06,
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,
2010-12-12,
2010-12-13,
2010-12-14,
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
2011-01-01,46963.0
2011-01-02,46965.4
2011-01-03,46109.4
2011-01-04,46595.0
2011-01-05,47679.8
2011-01-06,47864.6
2011-01-07,47372.6
2011-01-08,47429.4
2011-01-09,47080.6
2011-01-10,46989.4
2011-01-11,48731.8
2011-01-12,48971.0
2011-01-13,50142.2
2011-01-14,49899.8
2011-01-15,49252.6
2011-01-16,47632.6
2011-01-17,47418.2
2011-01-18,49763.8
2011-01-19,49967.8
2011-01-20,50351.8
2011-01-21,50827.0
2011-01-22,51009.4
2011-01-23,50222.2
2011-01-24,49941.4
2011-01-25,51927.0
2011-01-26,51842.2
2011-01-27,52655.8
2011-01-28,52344.6
2011-01-29,52220.6
2011-01-30,51248.6
2011-01-31,50701.4
2011-02-01,52128.6
2011-02-02,52195.8
2011-02-03,51683.8
2011-02-04,51571.8
2011-02-05,52013.4
2011-02-06,50504.6
2011-02-07,50167.0
2011-02-08,51835.8
2011-02-09,52035.8
2011-02-10,52667.0
2011-02-11,52448.6
2011-02-12,52068.6
2011-02-13,50822.2
2011-02-14,50579.8
2011-02-15,51883.0
2011-02-16,51770.2
2011-02-17,51067.8
2011-02-18,50131.8
2011-02-19,49411.0
2011-02-20,48952.6
2011-02-21,48283.0
2011-02-22,48815.0
2011-02-23,48619.8
2011-02-24,50374.2
2011-02-25,50128.6
2011-02-26,48782.2
2011-02-27,48167.0
2011-02-28,46371.0
2011-03-01,47525.4
2011-03-02,47607.0
2011-03-03,47467.0
2011-03-04,47847.8
2011-03-05,47987.8
2011-03-06,46468.6
2011-03-07,46328.6
2011-03-08,46583.0
2011-03-09,47789.4
2011-03-10,48247.8
2011-03-11,48649.4
2011-03-12,48291.0
2011-03-13,46791.8
2011-03-14,46049.4
2011-03-15,48232.6
2011-03-16,48159.0
2011-03-17,48131.8
2011-03-18,48080.6
2011-03-19,47677.4
2011-03-20,45892.6
2011-03-21,45141.4
2011-03-22,46735.0
2011-03-23,46681.4
2011-03-24,46220.6
2011-03-25,46002.2
2011-03-26,46167.0
2011-03-27,44883.8
2011-03-28,43107.8
2011-03-29,45516.6
2011-03-30,45934.2
2011-03-31,46090.2
2011-04-01,44230.2
2011-04-02,44075.8
2011-04-03,42799.0
2011-04-04,41891.0
2011-04-05,43134.2
2011-04-06,43193.4
2011-04-07,42880.6
2011-04-08,42387.8
2011-04-09,42038.2
2011-04-10,41349.4
2011-04-11,40192.6
2011-04-12,42153.4
2011-04-13,42488.6
2011-04-14,42471.0
2011-04-15,42775.8
2011-04-16,42616.6
2011-04-17,41398.2
2011-04-18,40767.0
2011-04-19,42451.8
2011-04-20,42706.2
2011-04-21,42549.4
2011-04-22,42457.4
2011-04-23,42327.8
2011-04-24,40811.0
2011-04-25,40463.0
2011-04-26,42527.8
2011-04-27,42736.6
2011-04-28,42382.2
2011-04-29,42351.8
2011-04-30,41690.2
2011-05-01,38138.2
2011-05-02,38909.4
2011-05-03,39183.0
2011-05-04,40798.2
2011-05-05,41187.8
2011-05-06,40971.8
2011-05-07,40681.4
2011-05-08,38873.4
2011-05-09,38303.0
2011-05-10,38369.4
2011-05-11,40028.6
2011-05-12,39784.6
2011-05-13,39066.2
2011-05-14,38645.4
2011-05-15,37211.0
2011-05-16,36559.0
2011-05-17,38124.6
2011-05-18,38559.8
2011-05-19,38542.2
2011-05-20,38180.6
2011-05-21,37904.6
2011-05-22,36892.6
2011-05-23,36296.6
2011-05-24,38165.4
2011-05-25,38132.6
2011-05-26,38227.8
2011-05-27,38178.2
2011-05-28,38211.0
2011-05-29,37173.4
2011-05-30,36432.6
2011-05-31,38243.8
2011-06-01,37683.8
2011-06-02,37521.4
2011-06-03,37583.0
2011-06-04,37880.6
2011-06-05,36813.4
2011-06-06,36175.8
2011-06-07,37730.2
2011-06-08,37877.4
2011-06-09,38235.0
2011-06-10,38228.6
2011-06-11,38410.2
2011-06-12,37299.0
2011-06-13,36641.4
2011-06-14,36957.4
2011-06-15,37902.2
2011-06-16,38130.2
2011-06-17,38639.0
2011-06-18,38575.8
2011-06-19,37365.4
2011-06-20,36935.8
2011-06-21,38735.0
2011-06-22,39002.2
2011-06-23,38932.6
2011-06-24,38705.4
2011-06-25,38775.8
2011-06-26,37621.4
2011-06-27,37084.6
2011-06-28,38792.6
2011-06-29,38863.8
2011-06-30,38910.2
2011-07-01,38687.0
2011-07-02,38715.8
2011-07-03,37537.4
2011-07-04,37138.2
2011-07-05,38543.0
2011-07-06,38824.6
2011-07-07,38663.0
2011-07-08,38790.2
2011-07-09,39207.8
2011-07-10,38145.4
2011-07-11,37559.8
2011-07-12,39240.6
2011-07-13,39451.0
2011-07-14,39466.2
2011-07-15,39226.2
2011-07-16,39043.0
2011-07-17,37990.2
2011-07-18,38083.8
2011-07-19,39368.6
2011-07-20,39354.2
2011-07-21,39445.4
2011-07-22,38953.4
2011-07-23,38756.6
2011-07-24,37571.8
2011-07-25,37106.2
2011-07-26,39128.6
2011-07-27,39454.2
2011-07-28,40308.6
2011-07-29,40321.4
2011-07-30,40349.4
2011-07-31,38826.2
2011-08-01,38619.8
2011-08-02,40619.0
2011-08-03,40880.6
2011-08-04,40945.4
2011-08-05,41407.0
2011-08-06,41228.6
2011-08-07,39582.2
2011-08-08,39220.6
2011-08-09,41130.2
2011-08-10,41287.8
2011-08-11,41499.0
2011-08-12,41423.0
2011-08-13,41654.2
2011-08-14,39941.4
2011-08-15,39617.4
2011-08-16,41614.2
2011-08-17,41696.6
2011-08-18,41788.6
2011-08-19,41579.0
2011-08-20,40949.4
2011-08-21,39955.0
2011-08-22,39238.2
2011-08-23,41251.0
2011-08-24,41103.8
2011-08-25,40059.0
2011-08-26,39241.4
2011-08-27,38829.4
2011-08-28,37536.6
2011-08-29,36979.0
2011-08-30,38869.4
2011-08-31,39472.6
2011-09-01,40420.6
2011-09-02,39340.6
2011-09-03,38771.8
2011-09-04,37871.8
2011-09-05,37335.8
2011-09-06,39220.6
2011-09-07,40003.0
2011-09-08,39794.2
2011-09-09,39705.4
2011-09-10,39914.2
2011-09-11,38536.6
2011-09-12,37761.4
2011-09-13,39663.0
2011-09-14,39723.8
2011-09-15,39827.8
2011-09-16,39664.6
2011-09-17,39462.2
2011-09-18,37687.0
2011-09-19,36968.6
2011-09-20,38755.8
2011-09-21,39088.6
2011-09-22,39027.0
2011-09-23,38676.6
2011-09-24,38612.6
2011-09-25,37377.4
2011-09-26,36959.0
2011-09-27,38671.8
2011-09-28,38987.8
2011-09-29,38925.4
2011-09-30,38927.8
2011-10-01,39453.4
2011-10-02,38219.0
2011-10-03,38085.4
2011-10-04,39735.0
2011-10-05,40493.4
2011-10-06,42078.2
2011-10-07,43658.2
2011-10-08,44657.4
2011-10-09,43247.8
2011-10-10,42415.0
2011-10-11,44975.8
2011-10-12,45596.6
2011-10-13,44865.4
2011-10-14,45682.2
2011-10-15,45565.4
2011-10-16,43930.2
2011-10-17,43573.4
2011-10-18,45134.2
2011-10-19,45208.6
2011-10-20,44763.0
2011-10-21,44266.2
2011-10-22,44635.0
2011-10-23,43743.0
2011-10-24,43136.6
2011-10-25,44699.0
2011-10-26,44756.6
2011-10-27,44903.0
2011-10-28,44818.2
2011-10-29,45312.6
2011-10-30,44366.2
2011-10-31,44110.2
2011-11-01,46719.8
2011-11-02,46467.0
2011-11-03,46394.2
2011-11-04,45562.2
2011-11-05,45183.8
2011-11-06,45370.2
2011-11-07,44863.8
2011-11-08,46799.8
2011-11-09,46634.2
2011-11-10,46244.6
2011-11-11,45669.4
2011-11-12,45771.8
2011-11-13,45717.4
2011-11-14,44087.0
2011-11-15,45799.0
2011-11-16,45473.4
2011-11-17,45724.6
2011-11-18,45545.4
2011-11-19,46071.0
2011-11-20,44937.4
2011-11-21,44950.2
2011-11-22,46909.4
2011-11-23,47181.4
2011-11-24,47724.6
2011-11-25,47785.4
2011-11-26,47485.4
2011-11-27,46147.8
2011-11-28,45615.8
2011-11-29,47303.8
2011-11-30,47641.4
2011-12-01,47613.4
2011-12-02,47427.0
2011-12-03,46745.4
2011-12-04,46103.0
2011-12-05,45793.4
2011-12-06,48049.4
2011-12-07,48151.0
2011-12-08,48087.0
2011-12-09,48093.4
2011-12-10,47762.2
2011-12-11,46377.4
2011-12-12,45994.2
2011-12-13,48578.2
2011-12-14,48742.2
2011-12-15,48533.4
2011-12-16,48639.8
2011-12-17,48663.8
2011-12-18,47381.4
2011-12-19,46943.8
2011-12-20,49266.2
2011-12-21,49305.4
2011-12-22,48991.8
2011-12-23,48732.6
2011-12-24,48603.8
2011-12-25,47328.6
2011-12-26,46688.6
2011-12-27,48357.4
2011-12-28,48562.2
2011-12-29,48587.8
2011-12-30,48337.4
2011-12-31,49033.4
2012-01-01,45350.2
2012-01-02,42910.68
2012-01-03,46459.48
2012-01-04,46580.6
2012-01-05,47103.96
2012-01-06,47395.32
2012-01-07,47287.32
2012-01-08,47551.48
2012-01-09,47309.72
2012-01-10,48093.08
2012-01-11,49475.96
2012-01-12,49984.6
2012-01-13,51146.84
2012-01-14,51834.36
2012-01-15,50042.520000000004
2012-01-16,49273.72
2012-01-17,51046.04
2012-01-18,51423.96
2012-01-19,51903.96
2012-01-20,52313.56
2012-01-21,51855.8
2012-01-22,50503.48
2012-01-23,49706.84
2012-01-24,51610.68
2012-01-25,52129.4
2012-01-26,52387.64
2012-01-27,52331.16
2012-01-28,52181.72
2012-01-29,50868.12
2012-01-30,50255.32
2012-01-31,51921.88
2012-02-01,52408.92
2012-02-02,52267.96
2012-02-03,52737.56
2012-02-04,52493.56
2012-02-05,50926.68
2012-02-06,49937.72
2012-02-07,51907.8
2012-02-08,52211.96
2012-02-09,50851.16
2012-02-10,51311.0
2012-02-11,52382.520000000004
2012-02-12,50646.52
2012-02-13,49112.44
2012-02-14,51349.56
2012-02-15,52134.2
2012-02-16,52464.44
2012-02-17,52285.56
2012-02-18,52328.76
2012-02-19,50825.4
2012-02-20,49591.32
2012-02-21,51576.6
2012-02-22,51848.6
2012-02-23,50725.56
2012-02-24,52780.44
2012-02-25,52592.12
2012-02-26,51403.64
2012-02-27,51087.0
2012-02-28,52043.0
2012-02-29,52354.68
2012-03-01,52059.8
2012-03-02,52054.2
2012-03-03,51802.36
2012-03-04,50999.16
2012-03-05,48918.52
2012-03-06,48294.52
2012-03-07,48603.8
2012-03-08,50432.28
2012-03-09,50783.16
2012-03-10,51029.88
2012-03-11,49798.2
2012-03-12,47723.16
2012-03-13,49693.88
2012-03-14,50111.32
2012-03-15,48735.8
2012-03-16,48150.36
2012-03-17,47768.92
2012-03-18,46220.28
2012-03-19,44821.72
2012-03-20,46371.48
2012-03-21,47175.8
2012-03-22,47288.28
2012-03-23,47492.12
2012-03-24,47153.24
2012-03-25,45272.6
2012-03-26,42448.76
2012-03-27,45395.96
2012-03-28,45948.12
2012-03-29,45506.04
2012-03-30,45818.04
2012-03-31,44874.04
2012-04-01,43439.16
2012-04-02,41903.0
2012-04-03,43603.8
2012-04-04,44012.44
2012-04-05,44379.48
2012-04-06,44242.520000000004
2012-04-07,43697.56
2012-04-08,42177.24
2012-04-09,41778.68
2012-04-10,44328.92
2012-04-11,44924.28
2012-04-12,44734.52
2012-04-13,44183.0
2012-04-14,43939.96
2012-04-15,42240.92
2012-04-16,40928.44
2012-04-17,42722.2
2012-04-18,42839.16
2012-04-19,43200.44
2012-04-20,43479.48
2012-04-21,42974.68
2012-04-22,42191.96
2012-04-23,41511.0
2012-04-24,42836.6
2012-04-25,43635.16
2012-04-26,43072.12
2012-04-27,42218.84
2012-04-28,42475.16
2012-04-29,40216.44
2012-04-30,38132.44
2012-05-01,38640.28
2012-05-02,39927.8
2012-05-03,40271.64
2012-05-04,39770.36
2012-05-05,39748.76
2012-05-06,38141.08
2012-05-07,37505.08
2012-05-08,37253.4
2012-05-09,39025.88
2012-05-10,39467.32
2012-05-11,39904.92
2012-05-12,40067.64
2012-05-13,38821.08
2012-05-14,38080.6
2012-05-15,39587.0
2012-05-16,39496.12
2012-05-17,38930.36
2012-05-18,39050.04
2012-05-19,38708.119999999995
2012-05-20,37491.32
2012-05-21,37393.72
2012-05-22,38796.12
2012-05-23,38733.08
2012-05-24,38743.32
2012-05-25,38742.36
2012-05-26,38886.04
2012-05-27,37672.6
2012-05-28,37052.28
2012-05-29,38394.520000000004
2012-05-30,38651.96
2012-05-31,38335.96
2012-06-01,37926.68
2012-06-02,38052.6
2012-06-03,36993.72
2012-06-04,36075.479999999996
2012-06-05,37487.96
2012-06-06,37766.04
2012-06-07,37866.68
2012-06-08,37813.4
2012-06-09,37840.12
2012-06-10,36722.84
2012-06-11,36182.2
2012-06-12,36251.479999999996
2012-06-13,38113.880000000005
2012-06-14,38346.04
2012-06-15,38486.84
2012-06-16,38478.2
2012-06-17,37467.16
2012-06-18,36329.88
2012-06-19,37904.76
2012-06-20,38275.0
2012-06-21,38706.84
2012-06-22,38788.92
2012-06-23,38689.08
2012-06-24,37657.56
2012-06-25,36625.88
2012-06-26,38187.32
2012-06-27,38422.520000000004
2012-06-28,38541.56
2012-06-29,38509.24
2012-06-30,38289.4
2012-07-01,37340.76
2012-07-02,36683.48
2012-07-03,38038.84
2012-07-04,38432.6
2012-07-05,38584.119999999995
2012-07-06,38498.2
2012-07-07,38929.24
2012-07-08,37982.36
2012-07-09,36880.28
2012-07-10,38715.96
2012-07-11,39044.12
2012-07-12,39380.6
2012-07-13,40211.64
2012-07-14,40281.24
2012-07-15,38813.4
2012-07-16,38282.04
2012-07-17,39516.76
2012-07-18,39734.52
2012-07-19,39542.04
2012-07-20,39685.08
2012-07-21,40056.28
2012-07-22,38807.32
2012-07-23,38663.96
2012-07-24,39958.04
2012-07-25,40281.72
2012-07-26,40338.04
2012-07-27,40584.92
2012-07-28,41260.28
2012-07-29,40140.28
2012-07-30,39588.44
2012-07-31,41055.16
2012-08-01,41675.0
2012-08-02,42326.520000000004
2012-08-03,42538.68
2012-08-04,40899.8
2012-08-05,40074.52
2012-08-06,38770.04
2012-08-07,39914.520000000004
2012-08-08,40113.24
2012-08-09,39855.16
2012-08-10,40319.8
2012-08-11,39275.8
2012-08-12,38317.24
2012-08-13,37529.08
2012-08-14,38830.68
2012-08-15,39442.04
2012-08-16,39445.72
2012-08-17,39538.52
2012-08-18,39545.4
2012-08-19,38723.479999999996
2012-08-20,37922.2
2012-08-21,39114.04
2012-08-22,39321.4
2012-08-23,39479.96
2012-08-24,38835.8
2012-08-25,38222.68
2012-08-26,37137.08
2012-08-27,36396.92
2012-08-28,37812.6
2012-08-29,38277.08
2012-08-30,38529.72
2012-08-31,38679.32
2012-09-01,38292.119999999995
2012-09-02,37201.56
2012-09-03,36139.96
2012-09-04,37847.96
2012-09-05,38326.520000000004
2012-09-06,38563.0
2012-09-07,38601.24
2012-09-08,38519.479999999996
2012-09-09,37472.44
2012-09-10,36695.32
2012-09-11,37946.68
2012-09-12,38519.8
2012-09-13,38616.76
2012-09-14,38751.16
2012-09-15,38670.520000000004
2012-09-16,36953.24
2012-09-17,36026.2
2012-09-18,37379.32
2012-09-19,37846.36
2012-09-20,37986.520000000004
2012-09-21,38052.6
2012-09-22,38148.92
2012-09-23,37033.72
2012-09-24,36177.08
2012-09-25,37829.4
2012-09-26,38314.36
2012-09-27,38749.56
2012-09-28,38875.48
2012-09-29,38978.36
2012-09-30,38789.08
2012-10-01,38434.2
2012-10-02,40425.08
2012-10-03,41275.0
2012-10-04,42413.88
2012-10-05,43217.24
2012-10-06,44259.64
2012-10-07,43057.08
2012-10-08,41949.56
2012-10-09,42909.4
2012-10-10,43783.16
2012-10-11,42309.72
2012-10-12,42681.08
2012-10-13,42535.64
2012-10-14,41882.68
2012-10-15,41399.64
2012-10-16,43466.68
2012-10-17,44257.24
2012-10-18,45232.12
2012-10-19,45625.4
2012-10-20,45849.24
2012-10-21,45215.0
2012-10-22,44343.8
2012-10-23,45894.52
2012-10-24,46298.2
2012-10-25,46296.92
2012-10-26,46705.4
2012-10-27,46718.04
2012-10-28,45570.52
2012-10-29,44666.04
2012-10-30,46540.44
2012-10-31,48152.76
2012-11-01,48815.8
2012-11-02,49230.84
2012-11-03,47494.84
2012-11-04,47834.36
2012-11-05,47338.84
2012-11-06,49007.96
2012-11-07,49551.16
2012-11-08,49642.04
2012-11-09,50212.92
2012-11-10,50223.48
2012-11-11,49104.76
2012-11-12,48661.88
2012-11-13,49823.8
2012-11-14,50626.2
2012-11-15,51229.08
2012-11-16,51452.92
2012-11-17,51959.479999999996
2012-11-18,50751.0
2012-11-19,49803.48
2012-11-20,51470.84
2012-11-21,52007.48
2012-11-22,51982.68
2012-11-23,52624.12
2012-11-24,52749.88
2012-11-25,51328.28
2012-11-26,50830.36
2012-11-27,52883.96
2012-11-28,53479.16
2012-11-29,53533.08
2012-11-30,53886.68
2013-01-01,54094.2
2013-02-01,52670.68
2013-03-01,52007.8
2013-04-01,53173.88
2013-05-01,53815.48
2013-06-01,53321.4
2013-07-01,53291.0
2013-08-01,53198.68
2013-09-01,51708.44
2013-10-01,51049.88
2013-11-01,52333.24
2013-12-01,52823.64
2014-01-01,52989.24
2014-02-01,52853.08
2014-03-01,52856.76
2014-04-01,51110.36
2014-05-01,50418.68
2014-06-01,51584.76
2014-07-01,52343.64
2014-08-01,52257.08
2014-09-01,52331.96
2014-10-01,52238.520000000004
2014-11-01,51046.36
2014-12-01,50346.52
2015-01-01,51524.92
2015-02-01,52153.08
2015-03-01,52002.84
2015-04-01,51723.16
2015-05-01,51829.88
2015-06-01,50860.28
